"measurementscale","fallwinterspring","grade","RIT","student_percentile"
"Mathematics","Winter",2,180,39
"Mathematics","Winter",3,192,39
"Mathematics","Winter",4,202,39
"Mathematics","Winter",5,210,39
"Mathematics","Winter",6,215,39
"Mathematics","Winter",7,219,39
"Mathematics","Winter",8,223,39
"Mathematics","Winter",9,223,39
"Mathematics","Winter",10,225,39
"Mathematics","Winter",11,228,39
"Mathematics","Winter",12,227,39
"Mathematics","Winter",0,147,40
"Mathematics","Winter",1,167,40
"Mathematics","Winter",2,181,40
"Mathematics","Winter",3,193,40
"Mathematics","Winter",4,202,40
"Mathematics","Winter",5,211,40
"Mathematics","Winter",6,215,40
"Mathematics","Winter",7,219,40
"Mathematics","Winter",8,223,40
"Mathematics","Winter",9,224,40
"Mathematics","Winter",10,226,40
"Mathematics","Winter",11,228,40
"Mathematics","Winter",12,227,40
"Mathematics","Winter",0,147,41
"Mathematics","Winter",1,167,41
"Mathematics","Winter",2,181,41
"Mathematics","Winter",3,193,41
"Mathematics","Winter",4,203,41
"Mathematics","Winter",5,211,41
"Mathematics","Winter",6,216,41
"Mathematics","Winter",7,220,41
"Mathematics","Winter",8,224,41
"Mathematics","Winter",9,224,41
"Mathematics","Winter",10,227,41
"Mathematics","Winter",11,229,41
"Mathematics","Winter",12,228,41
"Mathematics","Winter",0,148,42
"Mathematics","Winter",1,168,42
"Mathematics","Winter",2,181,42
"Mathematics","Winter",3,193,42
"Mathematics","Winter",4,203,42
"Mathematics","Winter",5,211,42
"Mathematics","Winter",6,216,42
"Mathematics","Winter",7,220,42
"Mathematics","Winter",8,224,42
"Mathematics","Winter",9,225,42
"Mathematics","Winter",10,227,42
"Mathematics","Winter",11,229,42
"Mathematics","Winter",12,229,42
"Mathematics","Winter",0,148,43
"Mathematics","Winter",1,168,43
"Mathematics","Winter",2,182,43
"Mathematics","Winter",3,194,43
"Mathematics","Winter",4,203,43
"Mathematics","Winter",5,212,43
"Mathematics","Winter",6,217,43
"Mathematics","Winter",7,221,43
"Mathematics","Winter",8,225,43
"Mathematics","Winter",9,225,43
"Mathematics","Winter",10,228,43
"Mathematics","Winter",11,230,43
"Mathematics","Winter",12,229,43
"Mathematics","Winter",0,148,44
"Mathematics","Winter",1,168,44
"Mathematics","Winter",2,182,44
"Mathematics","Winter",3,194,44
"Mathematics","Winter",4,204,44
"Mathematics","Winter",5,212,44
"Mathematics","Winter",6,217,44
"Mathematics","Winter",7,221,44
"Mathematics","Winter",8,225,44
"Mathematics","Winter",9,226,44
"Mathematics","Winter",10,228,44
"Mathematics","Winter",11,230,44
"Mathematics","Winter",12,230,44
"Mathematics","Winter",0,149,45
"Mathematics","Winter",1,169,45
"Mathematics","Winter",2,182,45
"Mathematics","Winter",3,195,45
"Mathematics","Winter",4,204,45
"Mathematics","Winter",5,213,45
"Mathematics","Winter",6,217,45
"Mathematics","Winter",7,222,45
"Mathematics","Winter",8,226,45
"Mathematics","Winter",9,226,45
"Mathematics","Winter",10,229,45
"Mathematics","Winter",11,231,45
"Mathematics","Winter",12,230,45
"Mathematics","Winter",0,149,46
"Mathematics","Winter",1,169,46
"Mathematics","Winter",2,183,46
"Mathematics","Winter",3,195,46
"Mathematics","Winter",4,205,46
"Mathematics","Winter",5,213,46
"Mathematics","Winter",6,218,46
"Mathematics","Winter",7,222,46
"Mathematics","Winter",8,226,46
"Mathematics","Winter",9,227,46
"Mathematics","Winter",10,229,46
"Mathematics","Winter",11,231,46
"Mathematics","Winter",12,231,46
"Mathematics","Winter",0,149,47
"Mathematics","Winter",1,169,47
"Mathematics","Winter",2,183,47
"Mathematics","Winter",3,195,47
"Mathematics","Winter",4,205,47
"Mathematics","Winter",5,214,47
"Mathematics","Winter",6,218,47
"Mathematics","Winter",7,223,47
"Mathematics","Winter",8,227,47
"Mathematics","Winter",9,227,47
"Mathematics","Winter",10,230,47
"Mathematics","Winter",11,232,47
"Mathematics","Winter",12,232,47
"Mathematics","Winter",0,150,48
"Mathematics","Winter",1,170,48
"Mathematics","Winter",2,183,48
"Mathematics","Winter",3,196,48
"Mathematics","Winter",4,205,48
"Mathematics","Winter",5,214,48
"Mathematics","Winter",6,219,48
"Mathematics","Winter",7,223,48
"Mathematics","Winter",8,227,48
"Mathematics","Winter",9,228,48
"Mathematics","Winter",10,230,48
"Mathematics","Winter",11,232,48
"Mathematics","Winter",12,232,48
"Mathematics","Winter",0,150,49
"Mathematics","Winter",1,170,49
"Mathematics","Winter",2,184,49
"Mathematics","Winter",3,196,49
"Mathematics","Winter",4,206,49
"Mathematics","Winter",5,214,49
"Mathematics","Winter",6,219,49
"Mathematics","Winter",7,224,49
"Mathematics","Winter",8,228,49
"Mathematics","Winter",9,228,49
"Mathematics","Winter",10,231,49
"Mathematics","Winter",11,233,49
"Mathematics","Winter",12,233,49
"Mathematics","Winter",0,150,50
"Mathematics","Winter",1,170,50
"Mathematics","Winter",2,184,50
"Mathematics","Winter",3,196,50
"Mathematics","Winter",4,206,50
"Mathematics","Winter",5,215,50
"Mathematics","Winter",6,220,50
"Mathematics","Winter",7,224,50
"Mathematics","Winter",8,228,50
"Mathematics","Winter",9,229,50
"Mathematics","Winter",10,231,50
"Mathematics","Winter",11,233,50
"Mathematics","Winter",12,233,50
"Mathematics","Winter",0,150,51
"Mathematics","Winter",1,170,51
"Mathematics","Winter",2,184,51
"Mathematics","Winter",3,197,51
"Mathematics","Winter",4,206,51
"Mathematics","Winter",5,215,51
"Mathematics","Winter",6,220,51
"Mathematics","Winter",7,224,51
"Mathematics","Winter",8,229,51
"Mathematics","Winter",9,229,51
"Mathematics","Winter",10,232,51
"Mathematics","Winter",11,234,51
"Mathematics","Winter",12,234,51
"Mathematics","Winter",0,151,52
"Mathematics","Winter",1,171,52
"Mathematics","Winter",2,185,52
"Mathematics","Winter",3,197,52
"Mathematics","Winter",4,207,52
"Mathematics","Winter",5,215,52
"Mathematics","Winter",6,220,52
"Mathematics","Winter",7,225,52
"Mathematics","Winter",8,229,52
"Mathematics","Winter",9,230,52
"Mathematics","Winter",10,232,52
"Mathematics","Winter",11,235,52
"Mathematics","Winter",12,234,52
"Mathematics","Winter",0,151,53
"Mathematics","Winter",1,171,53
"Mathematics","Winter",2,185,53
"Mathematics","Winter",3,197,53
"Mathematics","Winter",4,207,53
"Mathematics","Winter",5,216,53
"Mathematics","Winter",6,221,53
"Mathematics","Winter",7,225,53
"Mathematics","Winter",8,230,53
"Mathematics","Winter",9,230,53
"Mathematics","Winter",10,233,53
"Mathematics","Winter",11,235,53
"Mathematics","Winter",12,235,53
"Mathematics","Winter",0,151,54
"Mathematics","Winter",1,171,54
"Mathematics","Winter",2,185,54
"Mathematics","Winter",3,198,54
"Mathematics","Winter",4,208,54
"Mathematics","Winter",5,216,54
"Mathematics","Winter",6,221,54
"Mathematics","Winter",7,226,54
"Mathematics","Winter",8,230,54
"Mathematics","Winter",9,231,54
"Mathematics","Winter",10,233,54
"Mathematics","Winter",11,236,54
"Mathematics","Winter",12,236,54
"Mathematics","Winter",0,152,55
"Mathematics","Winter",1,172,55
"Mathematics","Winter",2,186,55
"Mathematics","Winter",3,198,55
"Mathematics","Winter",4,208,55
"Mathematics","Winter",5,217,55
"Mathematics","Winter",6,222,55
"Mathematics","Winter",7,226,55
"Mathematics","Winter",8,231,55
"Mathematics","Winter",9,231,55
"Mathematics","Winter",10,234,55
"Mathematics","Winter",11,236,55
"Mathematics","Winter",12,236,55
"Mathematics","Winter",0,152,56
"Mathematics","Winter",1,172,56
"Mathematics","Winter",2,186,56
"Mathematics","Winter",3,198,56
"Mathematics","Winter",4,208,56
"Mathematics","Winter",5,217,56
"Mathematics","Winter",6,222,56
"Mathematics","Winter",7,227,56
"Mathematics","Winter",8,231,56
"Mathematics","Winter",9,232,56
"Mathematics","Winter",10,234,56
"Mathematics","Winter",11,237,56
"Mathematics","Winter",12,237,56
"Mathematics","Winter",0,152,57
"Mathematics","Winter",1,172,57
"Mathematics","Winter",2,186,57
"Mathematics","Winter",3,199,57
"Mathematics","Winter",4,209,57
"Mathematics","Winter",5,217,57
"Mathematics","Winter",6,223,57
"Mathematics","Winter",7,227,57
"Mathematics","Winter",8,232,57
"Mathematics","Winter",9,232,57
"Mathematics","Winter",10,235,57
"Mathematics","Winter",11,237,57
"Mathematics","Winter",12,237,57
"Mathematics","Winter",0,153,58
"Mathematics","Winter",1,173,58
"Mathematics","Winter",2,187,58
"Mathematics","Winter",3,199,58
"Mathematics","Winter",4,209,58
"Mathematics","Winter",5,218,58
"Mathematics","Winter",6,223,58
"Mathematics","Winter",7,228,58
"Mathematics","Winter",8,232,58
"Mathematics","Winter",9,233,58
"Mathematics","Winter",10,235,58
"Mathematics","Winter",11,238,58
"Mathematics","Winter",12,238,58
"Mathematics","Winter",0,153,59
"Mathematics","Winter",1,173,59
"Mathematics","Winter",2,187,59
"Mathematics","Winter",3,199,59
"Mathematics","Winter",4,209,59
"Mathematics","Winter",5,218,59
"Mathematics","Winter",6,223,59
"Mathematics","Winter",7,228,59
"Mathematics","Winter",8,233,59
"Mathematics","Winter",9,233,59
"Mathematics","Winter",10,236,59
"Mathematics","Winter",11,238,59
"Mathematics","Winter",12,239,59
"Mathematics","Winter",0,153,60
"Mathematics","Winter",1,173,60
"Mathematics","Winter",2,187,60
"Mathematics","Winter",3,200,60
"Mathematics","Winter",4,210,60
"Mathematics","Winter",5,219,60
"Mathematics","Winter",6,224,60
"Mathematics","Winter",7,229,60
"Mathematics","Winter",8,233,60
"Mathematics","Winter",9,234,60
"Mathematics","Winter",10,236,60
"Mathematics","Winter",11,239,60
"Mathematics","Winter",12,239,60
"Mathematics","Winter",0,153,61
"Mathematics","Winter",1,174,61
"Mathematics","Winter",2,188,61
"Mathematics","Winter",3,200,61
"Mathematics","Winter",4,210,61
"Mathematics","Winter",5,219,61
"Mathematics","Winter",6,224,61
"Mathematics","Winter",7,229,61
"Mathematics","Winter",8,234,61
"Mathematics","Winter",9,234,61
"Mathematics","Winter",10,237,61
"Mathematics","Winter",11,239,61
"Mathematics","Winter",12,240,61
"Mathematics","Winter",0,154,62
"Mathematics","Winter",1,174,62
"Mathematics","Winter",2,188,62
"Mathematics","Winter",3,200,62
"Mathematics","Winter",4,211,62
"Mathematics","Winter",5,220,62
"Mathematics","Winter",6,225,62
"Mathematics","Winter",7,230,62
"Mathematics","Winter",8,234,62
"Mathematics","Winter",9,235,62
"Mathematics","Winter",10,238,62
"Mathematics","Winter",11,240,62
"Mathematics","Winter",12,240,62
"Mathematics","Winter",0,154,63
"Mathematics","Winter",1,174,63
"Mathematics","Winter",2,188,63
"Mathematics","Winter",3,201,63
"Mathematics","Winter",4,211,63
"Mathematics","Winter",5,220,63
"Mathematics","Winter",6,225,63
"Mathematics","Winter",7,230,63
"Mathematics","Winter",8,235,63
"Mathematics","Winter",9,235,63
"Mathematics","Winter",10,238,63
"Mathematics","Winter",11,240,63
"Mathematics","Winter",12,241,63
"Mathematics","Winter",0,154,64
"Mathematics","Winter",1,175,64
"Mathematics","Winter",2,189,64
"Mathematics","Winter",3,201,64
"Mathematics","Winter",4,211,64
"Mathematics","Winter",5,220,64
"Mathematics","Winter",6,226,64
"Mathematics","Winter",7,230,64
"Mathematics","Winter",8,235,64
"Mathematics","Winter",9,236,64
"Mathematics","Winter",10,239,64
"Mathematics","Winter",11,241,64
"Mathematics","Winter",12,242,64
"Mathematics","Winter",0,155,65
"Mathematics","Winter",1,175,65
"Mathematics","Winter",2,189,65
"Mathematics","Winter",3,201,65
"Mathematics","Winter",4,212,65
"Mathematics","Winter",5,221,65
"Mathematics","Winter",6,226,65
"Mathematics","Winter",7,231,65
"Mathematics","Winter",8,236,65
"Mathematics","Winter",9,236,65
"Mathematics","Winter",10,239,65
"Mathematics","Winter",11,242,65
"Mathematics","Winter",12,242,65
"Mathematics","Winter",0,155,66
"Mathematics","Winter",1,175,66
"Mathematics","Winter",2,189,66
"Mathematics","Winter",3,202,66
"Mathematics","Winter",4,212,66
"Mathematics","Winter",5,221,66
"Mathematics","Winter",6,226,66
"Mathematics","Winter",7,231,66
"Mathematics","Winter",8,236,66
"Mathematics","Winter",9,237,66
"Mathematics","Winter",10,240,66
"Mathematics","Winter",11,242,66
"Mathematics","Winter",12,243,66
"Mathematics","Winter",0,155,67
"Mathematics","Winter",1,176,67
"Mathematics","Winter",2,190,67
"Mathematics","Winter",3,202,67
"Mathematics","Winter",4,213,67
"Mathematics","Winter",5,222,67
"Mathematics","Winter",6,227,67
"Mathematics","Winter",7,232,67
"Mathematics","Winter",8,237,67
"Mathematics","Winter",9,237,67
"Mathematics","Winter",10,240,67
"Mathematics","Winter",11,243,67
"Mathematics","Winter",12,243,67
"Mathematics","Winter",0,156,68
"Mathematics","Winter",1,176,68
"Mathematics","Winter",2,190,68
"Mathematics","Winter",3,203,68
"Mathematics","Winter",4,213,68
"Mathematics","Winter",5,222,68
"Mathematics","Winter",6,227,68
"Mathematics","Winter",7,232,68
"Mathematics","Winter",8,237,68
"Mathematics","Winter",9,238,68
"Mathematics","Winter",10,241,68
"Mathematics","Winter",11,243,68
"Mathematics","Winter",12,244,68
"Mathematics","Winter",0,156,69
"Mathematics","Winter",1,176,69
"Mathematics","Winter",2,191,69
"Mathematics","Winter",3,203,69
"Mathematics","Winter",4,213,69
"Mathematics","Winter",5,223,69
"Mathematics","Winter",6,228,69
"Mathematics","Winter",7,233,69
"Mathematics","Winter",8,238,69
"Mathematics","Winter",9,239,69
"Mathematics","Winter",10,241,69
"Mathematics","Winter",11,244,69
"Mathematics","Winter",12,245,69
"Mathematics","Winter",0,156,70
"Mathematics","Winter",1,177,70
"Mathematics","Winter",2,191,70
"Mathematics","Winter",3,203,70
"Mathematics","Winter",4,214,70
"Mathematics","Winter",5,223,70
"Mathematics","Winter",6,228,70
"Mathematics","Winter",7,233,70
"Mathematics","Winter",8,238,70
"Mathematics","Winter",9,239,70
"Mathematics","Winter",10,242,70
"Mathematics","Winter",11,244,70
"Mathematics","Winter",12,245,70
"Mathematics","Winter",0,157,71
"Mathematics","Winter",1,177,71
"Mathematics","Winter",2,191,71
"Mathematics","Winter",3,204,71
"Mathematics","Winter",4,214,71
"Mathematics","Winter",5,223,71
"Mathematics","Winter",6,229,71
"Mathematics","Winter",7,234,71
"Mathematics","Winter",8,239,71
"Mathematics","Winter",9,240,71
"Mathematics","Winter",10,243,71
"Mathematics","Winter",11,245,71
"Mathematics","Winter",12,246,71
"Mathematics","Winter",0,157,72
"Mathematics","Winter",1,178,72
"Mathematics","Winter",2,192,72
"Mathematics","Winter",3,204,72
"Mathematics","Winter",4,215,72
"Mathematics","Winter",5,224,72
"Mathematics","Winter",6,229,72
"Mathematics","Winter",7,235,72
"Mathematics","Winter",8,239,72
"Mathematics","Winter",9,240,72
"Mathematics","Winter",10,243,72
"Mathematics","Winter",11,246,72
"Mathematics","Winter",12,247,72
"Mathematics","Winter",0,157,73
"Mathematics","Winter",1,178,73
"Mathematics","Winter",2,192,73
"Mathematics","Winter",3,205,73
"Mathematics","Winter",4,215,73
"Mathematics","Winter",5,224,73
"Mathematics","Winter",6,230,73
"Mathematics","Winter",7,235,73
"Mathematics","Winter",8,240,73
"Mathematics","Winter",9,241,73
"Mathematics","Winter",10,244,73
"Mathematics","Winter",11,246,73
"Mathematics","Winter",12,247,73
"Mathematics","Winter",0,158,74
"Mathematics","Winter",1,178,74
"Mathematics","Winter",2,192,74
"Mathematics","Winter",3,205,74
"Mathematics","Winter",4,216,74
"Mathematics","Winter",5,225,74
"Mathematics","Winter",6,230,74
"Mathematics","Winter",7,236,74
"Mathematics","Winter",8,241,74
"Mathematics","Winter",9,242,74
"Mathematics","Winter",10,244,74
"Mathematics","Winter",11,247,74
"Mathematics","Winter",12,248,74
"Mathematics","Winter",0,158,75
"Mathematics","Winter",1,179,75
"Mathematics","Winter",2,193,75
"Mathematics","Winter",3,205,75
"Mathematics","Winter",4,216,75
"Mathematics","Winter",5,225,75
"Mathematics","Winter",6,231,75
"Mathematics","Winter",7,236,75
"Mathematics","Winter",8,241,75
"Mathematics","Winter",9,242,75
"Mathematics","Winter",10,245,75
"Mathematics","Winter",11,248,75
"Mathematics","Winter",12,249,75
"Mathematics","Winter",0,159,76
"Mathematics","Winter",1,179,76
"Mathematics","Winter",2,193,76
"Mathematics","Winter",3,206,76
"Mathematics","Winter",4,217,76
"Mathematics","Winter",5,226,76
"Mathematics","Winter",6,231,76
"Mathematics","Winter",7,237,76
"Mathematics","Winter",8,242,76
"Mathematics","Winter",9,243,76
"Mathematics","Winter",10,246,76
"Mathematics","Winter",11,248,76
"Mathematics","Winter",12,250,76
"Mathematics","Winter",0,159,77
"Mathematics","Winter",1,179,77
"Mathematics","Winter",2,194,77
"Mathematics","Winter",3,206,77
"Mathematics","Winter",4,217,77
"Mathematics","Winter",5,226,77
"Mathematics","Winter",6,232,77
"Mathematics","Winter",7,237,77
"Mathematics","Winter",8,242,77
"Mathematics","Winter",9,243,77
"Mathematics","Winter",10,246,77
"Mathematics","Winter",11,249,77
"Mathematics","Winter",12,250,77
"Mathematics","Winter",0,159,78
"Mathematics","Winter",1,180,78
"Mathematics","Winter",2,194,78
"Mathematics","Winter",3,207,78
"Mathematics","Winter",4,218,78
"Mathematics","Winter",5,227,78
"Mathematics","Winter",6,232,78
"Mathematics","Winter",7,238,78
"Mathematics","Winter",8,243,78
"Mathematics","Winter",9,244,78
"Mathematics","Winter",10,247,78
"Mathematics","Winter",11,250,78
"Mathematics","Winter",12,251,78
"Mathematics","Winter",0,160,79
"Mathematics","Winter",1,180,79
"Mathematics","Winter",2,195,79
"Mathematics","Winter",3,207,79
"Mathematics","Winter",4,218,79
"Mathematics","Winter",5,228,79
"Mathematics","Winter",6,233,79
"Mathematics","Winter",7,239,79
"Mathematics","Winter",8,244,79
"Mathematics","Winter",9,245,79
"Mathematics","Winter",10,248,79
"Mathematics","Winter",11,250,79
"Mathematics","Winter",12,252,79
"Mathematics","Winter",0,160,80
"Mathematics","Winter",1,181,80
"Mathematics","Winter",2,195,80
"Mathematics","Winter",3,208,80
"Mathematics","Winter",4,219,80
"Mathematics","Winter",5,228,80
"Mathematics","Winter",6,234,80
"Mathematics","Winter",7,239,80
"Mathematics","Winter",8,244,80
"Mathematics","Winter",9,246,80
"Mathematics","Winter",10,249,80
"Mathematics","Winter",11,251,80
"Mathematics","Winter",12,253,80
"Mathematics","Winter",0,161,81
"Mathematics","Winter",1,181,81
"Mathematics","Winter",2,195,81
"Mathematics","Winter",3,208,81
"Mathematics","Winter",4,219,81
"Mathematics","Winter",5,229,81
"Mathematics","Winter",6,234,81
"Mathematics","Winter",7,240,81
"Mathematics","Winter",8,245,81
"Mathematics","Winter",9,246,81
"Mathematics","Winter",10,249,81
"Mathematics","Winter",11,252,81
"Mathematics","Winter",12,254,81
"Mathematics","Winter",0,161,82
"Mathematics","Winter",1,182,82
"Mathematics","Winter",2,196,82
"Mathematics","Winter",3,209,82
"Mathematics","Winter",4,220,82
"Mathematics","Winter",5,229,82
"Mathematics","Winter",6,235,82
"Mathematics","Winter",7,240,82
"Mathematics","Winter",8,246,82
"Mathematics","Winter",9,247,82
"Mathematics","Winter",10,250,82
"Mathematics","Winter",11,253,82
"Mathematics","Winter",12,254,82
"Mathematics","Winter",0,162,83
"Mathematics","Winter",1,182,83
"Mathematics","Winter",2,196,83
"Mathematics","Winter",3,209,83
"Mathematics","Winter",4,220,83
"Mathematics","Winter",5,230,83
"Mathematics","Winter",6,236,83
"Mathematics","Winter",7,241,83
"Mathematics","Winter",8,247,83
"Mathematics","Winter",9,248,83
"Mathematics","Winter",10,251,83
"Mathematics","Winter",11,253,83
"Mathematics","Winter",12,255,83
"Mathematics","Winter",0,162,84
"Mathematics","Winter",1,183,84
"Mathematics","Winter",2,197,84
"Mathematics","Winter",3,210,84
"Mathematics","Winter",4,221,84
"Mathematics","Winter",5,230,84
"Mathematics","Winter",6,236,84
"Mathematics","Winter",7,242,84
"Mathematics","Winter",8,247,84
"Mathematics","Winter",9,249,84
"Mathematics","Winter",10,252,84
"Mathematics","Winter",11,254,84
"Mathematics","Winter",12,256,84
"Mathematics","Winter",0,163,85
"Mathematics","Winter",1,183,85
"Mathematics","Winter",2,198,85
"Mathematics","Winter",3,210,85
"Mathematics","Winter",4,221,85
"Mathematics","Winter",5,231,85
"Mathematics","Winter",6,237,85
"Mathematics","Winter",7,243,85
"Mathematics","Winter",8,248,85
"Mathematics","Winter",9,249,85
"Mathematics","Winter",10,253,85
"Mathematics","Winter",11,255,85
"Mathematics","Winter",12,257,85
"Mathematics","Winter",0,163,86
"Mathematics","Winter",1,184,86
"Mathematics","Winter",2,198,86
"Mathematics","Winter",3,211,86
"Mathematics","Winter",4,222,86
"Mathematics","Winter",5,232,86
"Mathematics","Winter",6,238,86
"Mathematics","Winter",7,243,86
"Mathematics","Winter",8,249,86
"Mathematics","Winter",9,250,86
"Mathematics","Winter",10,253,86
"Mathematics","Winter",11,256,86
"Mathematics","Winter",12,258,86
"Mathematics","Winter",0,164,87
"Mathematics","Winter",1,184,87
"Mathematics","Winter",2,199,87
"Mathematics","Winter",3,212,87
"Mathematics","Winter",4,223,87
"Mathematics","Winter",5,233,87
"Mathematics","Winter",6,238,87
"Mathematics","Winter",7,244,87
"Mathematics","Winter",8,250,87
"Mathematics","Winter",9,251,87
"Mathematics","Winter",10,254,87
"Mathematics","Winter",11,257,87
"Mathematics","Winter",12,259,87
"Mathematics","Winter",0,164,88
"Mathematics","Winter",1,185,88
"Mathematics","Winter",2,199,88
"Mathematics","Winter",3,212,88
"Mathematics","Winter",4,224,88
"Mathematics","Winter",5,233,88
"Mathematics","Winter",6,239,88
"Mathematics","Winter",7,245,88
"Mathematics","Winter",8,251,88
"Mathematics","Winter",9,252,88
"Mathematics","Winter",10,255,88
"Mathematics","Winter",11,258,88
"Mathematics","Winter",12,260,88
"Mathematics","Winter",0,165,89
"Mathematics","Winter",1,186,89
"Mathematics","Winter",2,200,89
"Mathematics","Winter",3,213,89
"Mathematics","Winter",4,224,89
"Mathematics","Winter",5,234,89
"Mathematics","Winter",6,240,89
"Mathematics","Winter",7,246,89
"Mathematics","Winter",8,252,89
"Mathematics","Winter",9,253,89
"Mathematics","Winter",10,256,89
"Mathematics","Winter",11,259,89
"Mathematics","Winter",12,262,89
"Mathematics","Winter",0,165,90
"Mathematics","Winter",1,186,90
"Mathematics","Winter",2,201,90
"Mathematics","Winter",3,214,90
"Mathematics","Winter",4,225,90
"Mathematics","Winter",5,235,90
"Mathematics","Winter",6,241,90
"Mathematics","Winter",7,247,90
"Mathematics","Winter",8,253,90
"Mathematics","Winter",9,254,90
"Mathematics","Winter",10,258,90
"Mathematics","Winter",11,260,90
"Mathematics","Winter",12,263,90
"Mathematics","Spring",0,129,1
"Mathematics","Spring",1,146,1
"Mathematics","Spring",2,158,1
"Mathematics","Spring",3,168,1
"Mathematics","Spring",4,174,1
"Mathematics","Spring",5,180,1
"Mathematics","Spring",6,182,1
"Mathematics","Spring",7,183,1
"Mathematics","Spring",8,184,1
"Mathematics","Spring",9,182,1
"Mathematics","Spring",10,183,1
"Mathematics","Spring",11,184,1
"Mathematics","Spring",12,177,1
"Mathematics","Spring",0,132,2
"Mathematics","Spring",1,149,2
"Mathematics","Spring",2,162,2
"Mathematics","Spring",3,172,2
"Mathematics","Spring",4,179,2
"Mathematics","Spring",5,184,2
"Mathematics","Spring",6,187,2
"Mathematics","Spring",7,189,2
"Mathematics","Spring",8,189,2
"Mathematics","Spring",9,188,2
"Mathematics","Spring",10,189,2
"Mathematics","Spring",11,190,2
"Mathematics","Spring",12,184,2
"Mathematics","Spring",0,134,3
"Mathematics","Spring",1,152,3
"Mathematics","Spring",2,164,3
"Mathematics","Spring",3,175,3
"Mathematics","Spring",4,181,3
"Mathematics","Spring",5,187,3
"Mathematics","Spring",6,190,3
"Mathematics","Spring",7,192,3
"Mathematics","Spring",8,193,3
"Mathematics","Spring",9,191,3
"Mathematics","Spring",10,192,3
"Mathematics","Spring",11,194,3
"Mathematics","Spring",12,188,3
"Mathematics","Spring",0,136,4
"Mathematics","Spring",1,153,4
"Mathematics","Spring",2,166,4
"Mathematics","Spring",3,176,4
"Mathematics","Spring",4,183,4
"Mathematics","Spring",5,190,4
"Mathematics","Spring",6,192,4
"Mathematics","Spring",7,194,4
"Mathematics","Spring",8,195,4
"Mathematics","Spring",9,194,4
"Mathematics","Spring",10,195,4
"Mathematics","Spring",11,196,4
"Mathematics","Spring",12,191,4
"Mathematics","Spring",0,137,5
"Mathematics","Spring",1,155,5
"Mathematics","Spring",2,167,5
"Mathematics","Spring",3,178,5
"Mathematics","Spring",4,185,5
"Mathematics","Spring",5,191,5
"Mathematics","Spring",6,194,5
"Mathematics","Spring",7,196,5
"Mathematics","Spring",8,197,5
"Mathematics","Spring",9,196,5
"Mathematics","Spring",10,197,5
"Mathematics","Spring",11,199,5
"Mathematics","Spring",12,194,5
"Mathematics","Spring",0,138,6
"Mathematics","Spring",1,156,6
"Mathematics","Spring",2,169,6
"Mathematics","Spring",3,179,6
"Mathematics","Spring",4,186,6
"Mathematics","Spring",5,193,6
"Mathematics","Spring",6,196,6
"Mathematics","Spring",7,198,6
"Mathematics","Spring",8,199,6
"Mathematics","Spring",9,198,6
"Mathematics","Spring",10,199,6
"Mathematics","Spring",11,201,6
"Mathematics","Spring",12,196,6
"Mathematics","Spring",0,139,7
"Mathematics","Spring",1,157,7
"Mathematics","Spring",2,170,7
"Mathematics","Spring",3,180,7
"Mathematics","Spring",4,188,7
"Mathematics","Spring",5,194,7
"Mathematics","Spring",6,197,7
"Mathematics","Spring",7,199,7
"Mathematics","Spring",8,201,7
"Mathematics","Spring",9,200,7
"Mathematics","Spring",10,201,7
"Mathematics","Spring",11,202,7
"Mathematics","Spring",12,198,7
"Mathematics","Spring",0,140,8
"Mathematics","Spring",1,158,8
"Mathematics","Spring",2,171,8
"Mathematics","Spring",3,181,8
"Mathematics","Spring",4,189,8
"Mathematics","Spring",5,195,8
"Mathematics","Spring",6,198,8
"Mathematics","Spring",7,201,8
"Mathematics","Spring",8,202,8
"Mathematics","Spring",9,201,8
"Mathematics","Spring",10,203,8
"Mathematics","Spring",11,204,8
"Mathematics","Spring",12,200,8
"Mathematics","Spring",0,141,9
"Mathematics","Spring",1,159,9
"Mathematics","Spring",2,171,9
"Mathematics","Spring",3,182,9
"Mathematics","Spring",4,190,9
"Mathematics","Spring",5,196,9
"Mathematics","Spring",6,199,9
"Mathematics","Spring",7,202,9
"Mathematics","Spring",8,204,9
"Mathematics","Spring",9,202,9
"Mathematics","Spring",10,204,9
"Mathematics","Spring",11,205,9
"Mathematics","Spring",12,201,9
"Mathematics","Spring",0,142,10
"Mathematics","Spring",1,160,10
"Mathematics","Spring",2,172,10
"Mathematics","Spring",3,183,10
"Mathematics","Spring",4,191,10
"Mathematics","Spring",5,197,10
"Mathematics","Spring",6,200,10
"Mathematics","Spring",7,203,10
"Mathematics","Spring",8,205,10
"Mathematics","Spring",9,204,10
"Mathematics","Spring",10,205,10
"Mathematics","Spring",11,207,10
"Mathematics","Spring",12,203,10
"Mathematics","Spring",0,142,11
"Mathematics","Spring",1,160,11
"Mathematics","Spring",2,173,11
"Mathematics","Spring",3,184,11
"Mathematics","Spring",4,191,11
"Mathematics","Spring",5,198,11
"Mathematics","Spring",6,201,11
"Mathematics","Spring",7,204,11
"Mathematics","Spring",8,206,11
"Mathematics","Spring",9,205,11
"Mathematics","Spring",10,206,11
"Mathematics","Spring",11,208,11
"Mathematics","Spring",12,204,11
"Mathematics","Spring",0,143,12
"Mathematics","Spring",1,161,12
"Mathematics","Spring",2,174,12
"Mathematics","Spring",3,185,12
