"measurementscale","fallwinterspring","grade","RIT","school_percentile"
"Reading","Fall",7,209,35
"Reading","Fall",8,212,35
"Reading","Fall",9,212,35
"Reading","Fall",10,213,35
"Reading","Fall",11,212,35
"Reading","Fall",12,211,35
"Reading","Fall",0,137,40
"Reading","Fall",1,154,40
"Reading","Fall",2,168,40
"Reading","Fall",3,182,40
"Reading","Fall",4,193,40
"Reading","Fall",5,201,40
"Reading","Fall",6,207,40
"Reading","Fall",7,210,40
"Reading","Fall",8,213,40
"Reading","Fall",9,214,40
"Reading","Fall",10,215,40
"Reading","Fall",11,214,40
"Reading","Fall",12,212,40
"Reading","Fall",0,138,45
"Reading","Fall",1,155,45
"Reading","Fall",2,169,45
"Reading","Fall",3,183,45
"Reading","Fall",4,194,45
"Reading","Fall",5,202,45
"Reading","Fall",6,207,45
"Reading","Fall",7,211,45
"Reading","Fall",8,214,45
"Reading","Fall",9,215,45
"Reading","Fall",10,216,45
"Reading","Fall",11,215,45
"Reading","Fall",12,214,45
"Reading","Fall",0,138,50
"Reading","Fall",1,155,50
"Reading","Fall",2,170,50
"Reading","Fall",3,184,50
"Reading","Fall",4,195,50
"Reading","Fall",5,203,50
"Reading","Fall",6,208,50
"Reading","Fall",7,212,50
"Reading","Fall",8,215,50
"Reading","Fall",9,216,50
"Reading","Fall",10,217,50
"Reading","Fall",11,216,50
"Reading","Fall",12,215,50
"Reading","Fall",0,139,55
"Reading","Fall",1,156,55
"Reading","Fall",2,171,55
"Reading","Fall",3,185,55
"Reading","Fall",4,196,55
"Reading","Fall",5,204,55
"Reading","Fall",6,209,55
"Reading","Fall",7,213,55
"Reading","Fall",8,216,55
"Reading","Fall",9,217,55
"Reading","Fall",10,218,55
"Reading","Fall",11,218,55
"Reading","Fall",12,216,55
"Reading","Fall",0,139,60
"Reading","Fall",1,157,60
"Reading","Fall",2,172,60
"Reading","Fall",3,186,60
"Reading","Fall",4,197,60
"Reading","Fall",5,205,60
"Reading","Fall",6,210,60
"Reading","Fall",7,214,60
"Reading","Fall",8,217,60
"Reading","Fall",9,218,60
"Reading","Fall",10,219,60
"Reading","Fall",11,219,60
"Reading","Fall",12,217,60
"Reading","Fall",0,140,65
"Reading","Fall",1,158,65
"Reading","Fall",2,173,65
"Reading","Fall",3,187,65
"Reading","Fall",4,198,65
"Reading","Fall",5,206,65
"Reading","Fall",6,211,65
"Reading","Fall",7,215,65
"Reading","Fall",8,218,65
"Reading","Fall",9,219,65
"Reading","Fall",10,220,65
"Reading","Fall",11,220,65
"Reading","Fall",12,219,65
"Reading","Fall",0,141,70
"Reading","Fall",1,158,70
"Reading","Fall",2,174,70
"Reading","Fall",3,189,70
"Reading","Fall",4,200,70
"Reading","Fall",5,207,70
"Reading","Fall",6,212,70
"Reading","Fall",7,216,70
"Reading","Fall",8,219,70
"Reading","Fall",9,220,70
"Reading","Fall",10,222,70
"Reading","Fall",11,222,70
"Reading","Fall",12,220,70
"Reading","Fall",0,141,75
"Reading","Fall",1,159,75
"Reading","Fall",2,175,75
"Reading","Fall",3,190,75
"Reading","Fall",4,201,75
"Reading","Fall",5,208,75
"Reading","Fall",6,213,75
"Reading","Fall",7,217,75
"Reading","Fall",8,220,75
"Reading","Fall",9,222,75
"Reading","Fall",10,223,75
"Reading","Fall",11,223,75
"Reading","Fall",12,222,75
"Reading","Fall",0,142,80
"Reading","Fall",1,160,80
"Reading","Fall",2,176,80
"Reading","Fall",3,191,80
"Reading","Fall",4,202,80
"Reading","Fall",5,210,80
"Reading","Fall",6,215,80
"Reading","Fall",7,218,80
"Reading","Fall",8,222,80
"Reading","Fall",9,223,80
"Reading","Fall",10,225,80
"Reading","Fall",11,225,80
"Reading","Fall",12,223,80
"Reading","Fall",0,143,85
"Reading","Fall",1,161,85
"Reading","Fall",2,178,85
"Reading","Fall",3,193,85
"Reading","Fall",4,204,85
"Reading","Fall",5,211,85
"Reading","Fall",6,216,85
"Reading","Fall",7,220,85
"Reading","Fall",8,223,85
"Reading","Fall",9,225,85
"Reading","Fall",10,226,85
"Reading","Fall",11,227,85
"Reading","Fall",12,225,85
"Reading","Fall",0,144,90
"Reading","Fall",1,163,90
"Reading","Fall",2,180,90
"Reading","Fall",3,195,90
"Reading","Fall",4,206,90
"Reading","Fall",5,213,90
"Reading","Fall",6,218,90
"Reading","Fall",7,221,90
"Reading","Fall",8,225,90
"Reading","Fall",9,227,90
"Reading","Fall",10,229,90
"Reading","Fall",11,229,90
"Reading","Fall",12,228,90
"Reading","Fall",0,146,95
"Reading","Fall",1,165,95
"Reading","Fall",2,182,95
"Reading","Fall",3,198,95
"Reading","Fall",4,209,95
"Reading","Fall",5,216,95
"Reading","Fall",6,221,95
"Reading","Fall",7,224,95
"Reading","Fall",8,228,95
"Reading","Fall",9,230,95
"Reading","Fall",10,232,95
"Reading","Fall",11,233,95
"Reading","Fall",12,232,95
"Reading","Winter",0,138,5
"Reading","Winter",1,152,5
"Reading","Winter",2,164,5
"Reading","Winter",3,176,5
"Reading","Winter",4,185,5
"Reading","Winter",5,192,5
"Reading","Winter",6,197,5
"Reading","Winter",7,200,5
"Reading","Winter",8,203,5
"Reading","Winter",9,201,5
"Reading","Winter",10,202,5
"Reading","Winter",11,199,5
"Reading","Winter",12,196,5
"Reading","Winter",0,140,10
"Reading","Winter",1,154,10
"Reading","Winter",2,167,10
"Reading","Winter",3,179,10
"Reading","Winter",4,188,10
"Reading","Winter",5,195,10
"Reading","Winter",6,200,10
"Reading","Winter",7,203,10
"Reading","Winter",8,206,10
"Reading","Winter",9,205,10
"Reading","Winter",10,205,10
"Reading","Winter",11,203,10
"Reading","Winter",12,200,10
"Reading","Winter",0,141,15
"Reading","Winter",1,156,15
"Reading","Winter",2,168,15
"Reading","Winter",3,181,15
"Reading","Winter",4,190,15
"Reading","Winter",5,197,15
"Reading","Winter",6,202,15
"Reading","Winter",7,205,15
"Reading","Winter",8,208,15
"Reading","Winter",9,207,15
"Reading","Winter",10,207,15
"Reading","Winter",11,205,15
"Reading","Winter",12,203,15
"Reading","Winter",0,142,20
"Reading","Winter",1,157,20
"Reading","Winter",2,170,20
"Reading","Winter",3,182,20
"Reading","Winter",4,192,20
"Reading","Winter",5,198,20
"Reading","Winter",6,204,20
"Reading","Winter",7,206,20
"Reading","Winter",8,209,20
"Reading","Winter",9,209,20
"Reading","Winter",10,209,20
"Reading","Winter",11,207,20
"Reading","Winter",12,205,20
"Reading","Winter",0,143,25
"Reading","Winter",1,158,25
"Reading","Winter",2,171,25
"Reading","Winter",3,184,25
"Reading","Winter",4,193,25
"Reading","Winter",5,200,25
"Reading","Winter",6,205,25
"Reading","Winter",7,208,25
"Reading","Winter",8,211,25
"Reading","Winter",9,210,25
"Reading","Winter",10,211,25
"Reading","Winter",11,209,25
"Reading","Winter",12,207,25
"Reading","Winter",0,143,30
"Reading","Winter",1,159,30
"Reading","Winter",2,172,30
"Reading","Winter",3,185,30
"Reading","Winter",4,194,30
"Reading","Winter",5,201,30
"Reading","Winter",6,206,30
"Reading","Winter",7,209,30
"Reading","Winter",8,212,30
"Reading","Winter",9,212,30
"Reading","Winter",10,212,30
"Reading","Winter",11,211,30
"Reading","Winter",12,208,30
"Reading","Winter",0,144,35
"Reading","Winter",1,160,35
"Reading","Winter",2,174,35
"Reading","Winter",3,186,35
"Reading","Winter",4,196,35
"Reading","Winter",5,202,35
"Reading","Winter",6,207,35
"Reading","Winter",7,210,35
"Reading","Winter",8,213,35
"Reading","Winter",9,213,35
"Reading","Winter",10,213,35
"Reading","Winter",11,212,35
"Reading","Winter",12,210,35
"Reading","Winter",0,145,40
"Reading","Winter",1,161,40
"Reading","Winter",2,175,40
"Reading","Winter",3,187,40
"Reading","Winter",4,197,40
"Reading","Winter",5,203,40
"Reading","Winter",6,208,40
"Reading","Winter",7,211,40
"Reading","Winter",8,214,40
"Reading","Winter",9,214,40
"Reading","Winter",10,215,40
"Reading","Winter",11,213,40
"Reading","Winter",12,211,40
"Reading","Winter",0,145,45
"Reading","Winter",1,162,45
"Reading","Winter",2,176,45
"Reading","Winter",3,188,45
"Reading","Winter",4,198,45
"Reading","Winter",5,204,45
"Reading","Winter",6,209,45
"Reading","Winter",7,212,45
"Reading","Winter",8,215,45
"Reading","Winter",9,215,45
"Reading","Winter",10,216,45
"Reading","Winter",11,215,45
"Reading","Winter",12,213,45
"Reading","Winter",0,146,50
"Reading","Winter",1,162,50
"Reading","Winter",2,177,50
"Reading","Winter",3,189,50
"Reading","Winter",4,199,50
"Reading","Winter",5,205,50
"Reading","Winter",6,210,50
"Reading","Winter",7,213,50
"Reading","Winter",8,216,50
"Reading","Winter",9,216,50
"Reading","Winter",10,217,50
"Reading","Winter",11,216,50
"Reading","Winter",12,214,50
"Reading","Winter",0,147,55
"Reading","Winter",1,163,55
"Reading","Winter",2,177,55
"Reading","Winter",3,190,55
"Reading","Winter",4,200,55
"Reading","Winter",5,206,55
"Reading","Winter",6,211,55
"Reading","Winter",7,214,55
"Reading","Winter",8,217,55
"Reading","Winter",9,217,55
"Reading","Winter",10,218,55
"Reading","Winter",11,217,55
"Reading","Winter",12,215,55
"Reading","Winter",0,147,60
"Reading","Winter",1,164,60
"Reading","Winter",2,178,60
"Reading","Winter",3,191,60
"Reading","Winter",4,201,60
"Reading","Winter",5,208,60
"Reading","Winter",6,212,60
"Reading","Winter",7,215,60
"Reading","Winter",8,218,60
"Reading","Winter",9,219,60
"Reading","Winter",10,219,60
"Reading","Winter",11,219,60
"Reading","Winter",12,217,60
"Reading","Winter",0,148,65
"Reading","Winter",1,165,65
"Reading","Winter",2,180,65
"Reading","Winter",3,193,65
"Reading","Winter",4,202,65
"Reading","Winter",5,209,65
"Reading","Winter",6,213,65
"Reading","Winter",7,216,65
"Reading","Winter",8,219,65
"Reading","Winter",9,220,65
"Reading","Winter",10,221,65
"Reading","Winter",11,220,65
"Reading","Winter",12,218,65
"Reading","Winter",0,149,70
"Reading","Winter",1,166,70
"Reading","Winter",2,181,70
"Reading","Winter",3,194,70
"Reading","Winter",4,203,70
"Reading","Winter",5,210,70
"Reading","Winter",6,214,70
"Reading","Winter",7,217,70
"Reading","Winter",8,220,70
"Reading","Winter",9,221,70
"Reading","Winter",10,222,70
"Reading","Winter",11,221,70
"Reading","Winter",12,220,70
"Reading","Winter",0,149,75
"Reading","Winter",1,167,75
"Reading","Winter",2,182,75
"Reading","Winter",3,195,75
"Reading","Winter",4,204,75
"Reading","Winter",5,211,75
"Reading","Winter",6,215,75
"Reading","Winter",7,218,75
"Reading","Winter",8,222,75
"Reading","Winter",9,222,75
"Reading","Winter",10,223,75
"Reading","Winter",11,223,75
"Reading","Winter",12,221,75
"Reading","Winter",0,150,80
"Reading","Winter",1,168,80
"Reading","Winter",2,183,80
"Reading","Winter",3,196,80
"Reading","Winter",4,206,80
"Reading","Winter",5,212,80
"Reading","Winter",6,216,80
"Reading","Winter",7,220,80
"Reading","Winter",8,223,80
"Reading","Winter",9,224,80
"Reading","Winter",10,225,80
"Reading","Winter",11,225,80
"Reading","Winter",12,223,80
"Reading","Winter",0,151,85
"Reading","Winter",1,169,85
"Reading","Winter",2,185,85
"Reading","Winter",3,198,85
"Reading","Winter",4,207,85
"Reading","Winter",5,214,85
"Reading","Winter",6,218,85
"Reading","Winter",7,221,85
"Reading","Winter",8,225,85
"Reading","Winter",9,226,85
"Reading","Winter",10,227,85
"Reading","Winter",11,227,85
"Reading","Winter",12,225,85
"Reading","Winter",0,152,90
"Reading","Winter",1,171,90
"Reading","Winter",2,186,90
"Reading","Winter",3,200,90
"Reading","Winter",4,209,90
"Reading","Winter",5,216,90
"Reading","Winter",6,220,90
"Reading","Winter",7,223,90
"Reading","Winter",8,227,90
"Reading","Winter",9,228,90
"Reading","Winter",10,229,90
"Reading","Winter",11,229,90
"Reading","Winter",12,228,90
"Reading","Winter",0,154,95
"Reading","Winter",1,173,95
"Reading","Winter",2,189,95
"Reading","Winter",3,203,95
"Reading","Winter",4,212,95
"Reading","Winter",5,219,95
"Reading","Winter",6,222,95
"Reading","Winter",7,226,95
"Reading","Winter",8,230,95
"Reading","Winter",9,231,95
"Reading","Winter",10,232,95
"Reading","Winter",11,233,95
"Reading","Winter",12,232,95
"Reading","Spring",0,143,5
"Reading","Spring",1,156,5
"Reading","Spring",2,168,5
"Reading","Spring",3,179,5
"Reading","Spring",4,187,5
"Reading","Spring",5,194,5
"Reading","Spring",6,198,5
"Reading","Spring",7,201,5
"Reading","Spring",8,203,5
"Reading","Spring",9,201,5
"Reading","Spring",10,201,5
"Reading","Spring",11,198,5
"Reading","Spring",12,195,5
"Reading","Spring",0,145,10
"Reading","Spring",1,159,10
"Reading","Spring",2,171,10
"Reading","Spring",3,182,10
"Reading","Spring",4,190,10
"Reading","Spring",5,197,10
"Reading","Spring",6,201,10
"Reading","Spring",7,204,10
"Reading","Spring",8,206,10
"Reading","Spring",9,205,10
"Reading","Spring",10,205,10
"Reading","Spring",11,202,10
"Reading","Spring",12,199,10
"Reading","Spring",0,146,15
"Reading","Spring",1,161,15
"Reading","Spring",2,173,15
"Reading","Spring",3,184,15
"Reading","Spring",4,193,15
"Reading","Spring",5,199,15
"Reading","Spring",6,203,15
"Reading","Spring",7,206,15
"Reading","Spring",8,208,15
"Reading","Spring",9,207,15
"Reading","Spring",10,207,15
"Reading","Spring",11,205,15
"Reading","Spring",12,202,15
"Reading","Spring",0,147,20
"Reading","Spring",1,162,20
"Reading","Spring",2,175,20
"Reading","Spring",3,186,20
"Reading","Spring",4,194,20
"Reading","Spring",5,200,20
"Reading","Spring",6,205,20
"Reading","Spring",7,207,20
"Reading","Spring",8,210,20
"Reading","Spring",9,209,20
"Reading","Spring",10,209,20
"Reading","Spring",11,207,20
"Reading","Spring",12,204,20
"Reading","Spring",0,148,25
"Reading","Spring",1,163,25
"Reading","Spring",2,176,25
"Reading","Spring",3,187,25
"Reading","Spring",4,196,25
"Reading","Spring",5,202,25
"Reading","Spring",6,206,25
"Reading","Spring",7,208,25
"Reading","Spring",8,211,25
"Reading","Spring",9,210,25
"Reading","Spring",10,211,25
"Reading","Spring",11,209,25
"Reading","Spring",12,206,25
"Reading","Spring",0,149,30
"Reading","Spring",1,164,30
"Reading","Spring",2,177,30
"Reading","Spring",3,189,30
"Reading","Spring",4,197,30
"Reading","Spring",5,203,30
"Reading","Spring",6,207,30
"Reading","Spring",7,210,30
"Reading","Spring",8,212,30
"Reading","Spring",9,212,30
"Reading","Spring",10,212,30
"Reading","Spring",11,210,30
"Reading","Spring",12,208,30
"Reading","Spring",0,150,35
"Reading","Spring",1,165,35
"Reading","Spring",2,178,35
"Reading","Spring",3,190,35
"Reading","Spring",4,198,35
"Reading","Spring",5,204,35
"Reading","Spring",6,208,35
"Reading","Spring",7,211,35
"Reading","Spring",8,214,35
"Reading","Spring",9,213,35
"Reading","Spring",10,213,35
"Reading","Spring",11,212,35
"Reading","Spring",12,209,35
"Reading","Spring",0,150,40
"Reading","Spring",1,166,40
"Reading","Spring",2,179,40
"Reading","Spring",3,191,40
"Reading","Spring",4,199,40
"Reading","Spring",5,205,40
"Reading","Spring",6,209,40
"Reading","Spring",7,212,40
"Reading","Spring",8,215,40
"Reading","Spring",9,214,40
"Reading","Spring",10,215,40
"Reading","Spring",11,213,40
"Reading","Spring",12,211,40
"Reading","Spring",0,151,45
"Reading","Spring",1,167,45
"Reading","Spring",2,180,45
"Reading","Spring",3,192,45
"Reading","Spring",4,200,45
"Reading","Spring",5,206,45
"Reading","Spring",6,210,45
"Reading","Spring",7,213,45
"Reading","Spring",8,216,45
"Reading","Spring",9,215,45
"Reading","Spring",10,216,45
"Reading","Spring",11,214,45
"Reading","Spring",12,212,45
"Reading","Spring",0,152,50
"Reading","Spring",1,168,50
"Reading","Spring",2,181,50
"Reading","Spring",3,193,50
"Reading","Spring",4,201,50
"Reading","Spring",5,207,50
"Reading","Spring",6,211,50
"Reading","Spring",7,214,50
"Reading","Spring",8,217,50
"Reading","Spring",9,217,50
"Reading","Spring",10,217,50
"Reading","Spring",11,216,50
"Reading","Spring",12,213,50
"Reading","Spring",0,153,55
"Reading","Spring",1,169,55
"Reading","Spring",2,182,55
"Reading","Spring",3,194,55
"Reading","Spring",4,202,55
"Reading","Spring",5,208,55
"Reading","Spring",6,212,55
"Reading","Spring",7,215,55
"Reading","Spring",8,218,55
"Reading","Spring",9,218,55
"Reading","Spring",10,218,55
"Reading","Spring",11,217,55
"Reading","Spring",12,215,55
"Reading","Spring",0,153,60
"Reading","Spring",1,169,60
"Reading","Spring",2,183,60
"Reading","Spring",3,195,60
"Reading","Spring",4,203,60
"Reading","Spring",5,209,60
"Reading","Spring",6,213,60
"Reading","Spring",7,216,60
"Reading","Spring",8,219,60
"Reading","Spring",9,219,60
"Reading","Spring",10,220,60
"Reading","Spring",11,218,60
"Reading","Spring",12,216,60
"Reading","Spring",0,154,65
"Reading","Spring",1,170,65
"Reading","Spring",2,184,65
"Reading","Spring",3,196,65
"Reading","Spring",4,205,65
"Reading","Spring",5,211,65
"Reading","Spring",6,214,65
"Reading","Spring",7,217,65
"Reading","Spring",8,220,65
"Reading","Spring",9,220,65
"Reading","Spring",10,221,65
"Reading","Spring",11,220,65
"Reading","Spring",12,218,65
"Reading","Spring",0,155,70
"Reading","Spring",1,171,70
"Reading","Spring",2,186,70
"Reading","Spring",3,198,70
"Reading","Spring",4,206,70
"Reading","Spring",5,212,70
"Reading","Spring",6,215,70
"Reading","Spring",7,218,70
"Reading","Spring",8,221,70
"Reading","Spring",9,221,70
"Reading","Spring",10,222,70
"Reading","Spring",11,221,70
"Reading","Spring",12,219,70
"Reading","Spring",0,156,75
"Reading","Spring",1,172,75
"Reading","Spring",2,187,75
"Reading","Spring",3,199,75
"Reading","Spring",4,207,75
"Reading","Spring",5,213,75
"Reading","Spring",6,216,75
"Reading","Spring",7,219,75
"Reading","Spring",8,222,75
"Reading","Spring",9,223,75
"Reading","Spring",10,224,75
"Reading","Spring",11,223,75
"Reading","Spring",12,221,75
"Reading","Spring",0,157,80
"Reading","Spring",1,173,80
"Reading","Spring",2,188,80
"Reading","Spring",3,200,80
"Reading","Spring",4,208,80
"Reading","Spring",5,214,80
"Reading","Spring",6,218,80
"Reading","Spring",7,221,80
"Reading","Spring",8,224,80
"Reading","Spring",9,224,80
"Reading","Spring",10,225,80
"Reading","Spring",11,225,80
"Reading","Spring",12,223,80
"Reading","Spring",0,158,85
"Reading","Spring",1,175,85
"Reading","Spring",2,190,85
"Reading","Spring",3,202,85
"Reading","Spring",4,210,85
"Reading","Spring",5,216,85
"Reading","Spring",6,219,85
"Reading","Spring",7,222,85
"Reading","Spring",8,225,85
"Reading","Spring",9,226,85
"Reading","Spring",10,227,85
"Reading","Spring",11,227,85
"Reading","Spring",12,225,85
"Reading","Spring",0,159,90
"Reading","Spring",1,176,90
"Reading","Spring",2,192,90
"Reading","Spring",3,204,90
"Reading","Spring",4,212,90
"Reading","Spring",5,218,90
"Reading","Spring",6,221,90
"Reading","Spring",7,224,90
"Reading","Spring",8,227,90
"Reading","Spring",9,228,90
"Reading","Spring",10,229,90
"Reading","Spring",11,229,90
"Reading","Spring",12,228,90
"Reading","Spring",0,161,95
"Reading","Spring",1,179,95
"Reading","Spring",2,195,95
"Reading","Spring",3,207,95
"Reading","Spring",4,215,95
"Reading","Spring",5,221,95
"Reading","Spring",6,224,95
"Reading","Spring",7,227,95
"Reading","Spring",8,231,95
"Reading","Spring",9,232,95
"Reading","Spring",10,233,95
"Reading","Spring",11,233,95
"Reading","Spring",12,232,95
"Language Usage","Fall",2,158,5
"Language Usage","Fall",3,171,5
"Language Usage","Fall",4,181,5
"Language Usage","Fall",5,189,5
"Language Usage","Fall",6,194,5
"Language Usage","Fall",7,196,5
"Language Usage","Fall",8,199,5
"Language Usage","Fall",9,201,5
"Language Usage","Fall",10,200,5
"Language Usage","Fall",11,202,5
"Language Usage","Fall",2,161,10
"Language Usage","Fall",3,174,10
"Language Usage","Fall",4,184,10
"Language Usage","Fall",5,192,10
"Language Usage","Fall",6,197,10
"Language Usage","Fall",7,199,10
"Language Usage","Fall",8,202,10
"Language Usage","Fall",9,204,10
"Language Usage","Fall",10,203,10
"Language Usage","Fall",11,205,10
"Language Usage","Fall",2,163,15
"Language Usage","Fall",3,176,15
"Language Usage","Fall",4,186,15
"Language Usage","Fall",5,194,15
"Language Usage","Fall",6,198,15
"Language Usage","Fall",7,201,15
"Language Usage","Fall",8,204,15
"Language Usage","Fall",9,206,15
"Language Usage","Fall",10,206,15
"Language Usage","Fall",11,208,15
"Language Usage","Fall",2,164,20
"Language Usage","Fall",3,177,20
"Language Usage","Fall",4,187,20
"Language Usage","Fall",5,195,20
"Language Usage","Fall",6,200,20
"Language Usage","Fall",7,202,20
"Language Usage","Fall",8,206,20
"Language Usage","Fall",9,208,20
"Language Usage","Fall",10,208,20
"Language Usage","Fall",11,210,20
"Language Usage","Fall",2,165,25
"Language Usage","Fall",3,178,25
"Language Usage","Fall",4,188,25
"Language Usage","Fall",5,196,25
"Language Usage","Fall",6,201,25
"Language Usage","Fall",7,204,25
"Language Usage","Fall",8,207,25
"Language Usage","Fall",9,209,25
"Language Usage","Fall",10,209,25
"Language Usage","Fall",11,211,25
"Language Usage","Fall",2,167,30
"Language Usage","Fall",3,180,30
"Language Usage","Fall",4,190,30
"Language Usage","Fall",5,198,30
"Language Usage","Fall",6,202,30
"Language Usage","Fall",7,205,30
"Language Usage","Fall",8,209,30
"Language Usage","Fall",9,210,30
"Language Usage","Fall",10,211,30
"Language Usage","Fall",11,212,30
"Language Usage","Fall",2,168,35
"Language Usage","Fall",3,181,35
"Language Usage","Fall",4,191,35
"Language Usage","Fall",5,199,35
"Language Usage","Fall",6,203,35
"Language Usage","Fall",7,206,35
"Language Usage","Fall",8,210,35
"Language Usage","Fall",9,211,35
"Language Usage","Fall",10,212,35
"Language Usage","Fall",11,214,35
"Language Usage","Fall",2,169,40
"Language Usage","Fall",3,182,40
"Language Usage","Fall",4,192,40
"Language Usage","Fall",5,200,40
"Language Usage","Fall",6,204,40
"Language Usage","Fall",7,207,40
"Language Usage","Fall",8,211,40
"Language Usage","Fall",9,212,40
"Language Usage","Fall",10,213,40
"Language Usage","Fall",11,215,40
"Language Usage","Fall",2,169,45
"Language Usage","Fall",3,183,45
"Language Usage","Fall",4,193,45
"Language Usage","Fall",5,201,45
"Language Usage","Fall",6,205,45
"Language Usage","Fall",7,208,45
"Language Usage","Fall",8,212,45
"Language Usage","Fall",9,214,45
"Language Usage","Fall",10,215,45
"Language Usage","Fall",11,216,45
"Language Usage","Fall",2,170,50
"Language Usage","Fall",3,184,50
"Language Usage","Fall",4,194,50
"Language Usage","Fall",5,202,50
"Language Usage","Fall",6,206,50
"Language Usage","Fall",7,209,50
"Language Usage","Fall",8,213,50
"Language Usage","Fall",9,215,50
"Language Usage","Fall",10,216,50
"Language Usage","Fall",11,217,50
"Language Usage","Fall",2,171,55
"Language Usage","Fall",3,185,55
"Language Usage","Fall",4,195,55
"Language Usage","Fall",5,203,55
"Language Usage","Fall",6,207,55
"Language Usage","Fall",7,210,55
"Language Usage","Fall",8,214,55
"Language Usage","Fall",9,216,55
"Language Usage","Fall",10,217,55
"Language Usage","Fall",11,219,55
"Language Usage","Fall",2,172,60
"Language Usage","Fall",3,186,60
"Language Usage","Fall",4,196,60
"Language Usage","Fall",5,204,60
"Language Usage","Fall",6,208,60
"Language Usage","Fall",7,212,60
"Language Usage","Fall",8,215,60
"Language Usage","Fall",9,217,60
"Language Usage","Fall",10,218,60
"Language Usage","Fall",11,220,60
"Language Usage","Fall",2,173,65
"Language Usage","Fall",3,187,65
"Language Usage","Fall",4,197,65
"Language Usage","Fall",5,205,65
"Language Usage","Fall",6,209,65
"Language Usage","Fall",7,213,65
"Language Usage","Fall",8,216,65
"Language Usage","Fall",9,218,65
"Language Usage","Fall",10,219,65
"Language Usage","Fall",11,221,65
"Language Usage","Fall",2,174,70
"Language Usage","Fall",3,188,70
"Language Usage","Fall",4,198,70
"Language Usage","Fall",5,206,70
"Language Usage","Fall",6,210,70
"Language Usage","Fall",7,214,70
"Language Usage","Fall",8,217,70
"Language Usage","Fall",9,219,70
"Language Usage","Fall",10,221,70
"Language Usage","Fall",11,222,70
"Language Usage","Fall",2,175,75
"Language Usage","Fall",3,189,75
"Language Usage","Fall",4,200,75
"Language Usage","Fall",5,207,75
"Language Usage","Fall",6,211,75
"Language Usage","Fall",7,215,75
"Language Usage","Fall",8,218,75
"Language Usage","Fall",9,220,75
"Language Usage","Fall",10,222,75
"Language Usage","Fall",11,224,75
"Language Usage","Fall",2,177,80
"Language Usage","Fall",3,191,80
"Language Usage","Fall",4,201,80
"Language Usage","Fall",5,208,80
"Language Usage","Fall",6,212,80
"Language Usage","Fall",7,216,80
"Language Usage","Fall",8,220,80
"Language Usage","Fall",9,222,80
"Language Usage","Fall",10,224,80
"Language Usage","Fall",11,225,80
"Language Usage","Fall",2,178,85
"Language Usage","Fall",3,192,85
"Language Usage","Fall",4,202,85
"Language Usage","Fall",5,210,85
"Language Usage","Fall",6,213,85
"Language Usage","Fall",7,218,85
"Language Usage","Fall",8,221,85
"Language Usage","Fall",9,223,85
"Language Usage","Fall",10,226,85
"Language Usage","Fall",11,227,85
"Language Usage","Fall",2,180,90
"Language Usage","Fall",3,194,90
"Language Usage","Fall",4,204,90
"Language Usage","Fall",5,212,90
"Language Usage","Fall",6,215,90
"Language Usage","Fall",7,220,90
"Language Usage","Fall",8,223,90
"Language Usage","Fall",9,225,90
"Language Usage","Fall",10,228,90
"Language Usage","Fall",11,229,90
"Language Usage","Fall",2,182,95
"Language Usage","Fall",3,197,95
"Language Usage","Fall",4,207,95
"Language Usage","Fall",5,214,95
"Language Usage","Fall",6,218,95
"Language Usage","Fall",7,223,95
"Language Usage","Fall",8,226,95
"Language Usage","Fall",9,228,95
"Language Usage","Fall",10,231,95
"Language Usage","Fall",11,233,95
"Language Usage","Winter",2,165,5
"Language Usage","Winter",3,175,5
"Language Usage","Winter",4,184,5
"Language Usage","Winter",5,192,5
"Language Usage","Winter",6,195,5
"Language Usage","Winter",7,197,5
"Language Usage","Winter",8,200,5
"Language Usage","Winter",9,201,5
"Language Usage","Winter",10,201,5
"Language Usage","Winter",11,202,5
"Language Usage","Winter",2,167,10
"Language Usage","Winter",3,178,10
"Language Usage","Winter",4,187,10
"Language Usage","Winter",5,194,10
"Language Usage","Winter",6,198,10
"Language Usage","Winter",7,200,10
"Language Usage","Winter",8,203,10
"Language Usage","Winter",9,204,10
"Language Usage","Winter",10,204,10
"Language Usage","Winter",11,205,10
"Language Usage","Winter",2,169,15
"Language Usage","Winter",3,180,15
"Language Usage","Winter",4,189,15
"Language Usage","Winter",5,196,15
"Language Usage","Winter",6,200,15
"Language Usage","Winter",7,202,15
"Language Usage","Winter",8,205,15
"Language Usage","Winter",9,206,15
"Language Usage","Winter",10,207,15
"Language Usage","Winter",11,208,15
"Language Usage","Winter",2,171,20
"Language Usage","Winter",3,182,20
"Language Usage","Winter",4,191,20
"Language Usage","Winter",5,198,20
"Language Usage","Winter",6,201,20
"Language Usage","Winter",7,204,20
"Language Usage","Winter",8,207,20
"Language Usage","Winter",9,208,20
"Language Usage","Winter",10,208,20
"Language Usage","Winter",11,210,20
"Language Usage","Winter",2,172,25
"Language Usage","Winter",3,183,25
"Language Usage","Winter",4,192,25
"Language Usage","Winter",5,199,25
"Language Usage","Winter",6,203,25
"Language Usage","Winter",7,205,25
"Language Usage","Winter",8,208,25
"Language Usage","Winter",9,210,25
"Language Usage","Winter",10,210,25
"Language Usage","Winter",11,211,25
"Language Usage","Winter",2,173,30
"Language Usage","Winter",3,184,30
"Language Usage","Winter",4,193,30
