"measurementscale","fallwinterspring","grade","RIT","school_percentile"
"Language Usage","Winter",5,200,30
"Language Usage","Winter",6,204,30
"Language Usage","Winter",7,206,30
"Language Usage","Winter",8,210,30
"Language Usage","Winter",9,211,30
"Language Usage","Winter",10,211,30
"Language Usage","Winter",11,213,30
"Language Usage","Winter",2,174,35
"Language Usage","Winter",3,186,35
"Language Usage","Winter",4,194,35
"Language Usage","Winter",5,201,35
"Language Usage","Winter",6,205,35
"Language Usage","Winter",7,208,35
"Language Usage","Winter",8,211,35
"Language Usage","Winter",9,212,35
"Language Usage","Winter",10,213,35
"Language Usage","Winter",11,214,35
"Language Usage","Winter",2,175,40
"Language Usage","Winter",3,187,40
"Language Usage","Winter",4,195,40
"Language Usage","Winter",5,202,40
"Language Usage","Winter",6,206,40
"Language Usage","Winter",7,209,40
"Language Usage","Winter",8,212,40
"Language Usage","Winter",9,213,40
"Language Usage","Winter",10,214,40
"Language Usage","Winter",11,215,40
"Language Usage","Winter",2,176,45
"Language Usage","Winter",3,188,45
"Language Usage","Winter",4,197,45
"Language Usage","Winter",5,203,45
"Language Usage","Winter",6,207,45
"Language Usage","Winter",7,210,45
"Language Usage","Winter",8,213,45
"Language Usage","Winter",9,214,45
"Language Usage","Winter",10,215,45
"Language Usage","Winter",11,216,45
"Language Usage","Winter",2,177,50
"Language Usage","Winter",3,189,50
"Language Usage","Winter",4,198,50
"Language Usage","Winter",5,204,50
"Language Usage","Winter",6,208,50
"Language Usage","Winter",7,211,50
"Language Usage","Winter",8,214,50
"Language Usage","Winter",9,215,50
"Language Usage","Winter",10,217,50
"Language Usage","Winter",11,218,50
"Language Usage","Winter",2,178,55
"Language Usage","Winter",3,190,55
"Language Usage","Winter",4,199,55
"Language Usage","Winter",5,205,55
"Language Usage","Winter",6,209,55
"Language Usage","Winter",7,212,55
"Language Usage","Winter",8,215,55
"Language Usage","Winter",9,217,55
"Language Usage","Winter",10,218,55
"Language Usage","Winter",11,219,55
"Language Usage","Winter",2,179,60
"Language Usage","Winter",3,191,60
"Language Usage","Winter",4,200,60
"Language Usage","Winter",5,206,60
"Language Usage","Winter",6,210,60
"Language Usage","Winter",7,213,60
"Language Usage","Winter",8,216,60
"Language Usage","Winter",9,218,60
"Language Usage","Winter",10,219,60
"Language Usage","Winter",11,220,60
"Language Usage","Winter",2,180,65
"Language Usage","Winter",3,192,65
"Language Usage","Winter",4,201,65
"Language Usage","Winter",5,208,65
"Language Usage","Winter",6,211,65
"Language Usage","Winter",7,214,65
"Language Usage","Winter",8,217,65
"Language Usage","Winter",9,219,65
"Language Usage","Winter",10,220,65
"Language Usage","Winter",11,221,65
"Language Usage","Winter",2,181,70
"Language Usage","Winter",3,193,70
"Language Usage","Winter",4,202,70
"Language Usage","Winter",5,209,70
"Language Usage","Winter",6,212,70
"Language Usage","Winter",7,215,70
"Language Usage","Winter",8,219,70
"Language Usage","Winter",9,220,70
"Language Usage","Winter",10,222,70
"Language Usage","Winter",11,223,70
"Language Usage","Winter",2,182,75
"Language Usage","Winter",3,195,75
"Language Usage","Winter",4,203,75
"Language Usage","Winter",5,210,75
"Language Usage","Winter",6,213,75
"Language Usage","Winter",7,217,75
"Language Usage","Winter",8,220,75
"Language Usage","Winter",9,221,75
"Language Usage","Winter",10,223,75
"Language Usage","Winter",11,224,75
"Language Usage","Winter",2,184,80
"Language Usage","Winter",3,196,80
"Language Usage","Winter",4,205,80
"Language Usage","Winter",5,211,80
"Language Usage","Winter",6,215,80
"Language Usage","Winter",7,218,80
"Language Usage","Winter",8,221,80
"Language Usage","Winter",9,223,80
"Language Usage","Winter",10,225,80
"Language Usage","Winter",11,226,80
"Language Usage","Winter",2,185,85
"Language Usage","Winter",3,198,85
"Language Usage","Winter",4,206,85
"Language Usage","Winter",5,213,85
"Language Usage","Winter",6,216,85
"Language Usage","Winter",7,220,85
"Language Usage","Winter",8,223,85
"Language Usage","Winter",9,224,85
"Language Usage","Winter",10,227,85
"Language Usage","Winter",11,228,85
"Language Usage","Winter",2,187,90
"Language Usage","Winter",3,200,90
"Language Usage","Winter",4,208,90
"Language Usage","Winter",5,215,90
"Language Usage","Winter",6,218,90
"Language Usage","Winter",7,222,90
"Language Usage","Winter",8,225,90
"Language Usage","Winter",9,227,90
"Language Usage","Winter",10,229,90
"Language Usage","Winter",11,230,90
"Language Usage","Winter",2,190,95
"Language Usage","Winter",3,203,95
"Language Usage","Winter",4,211,95
"Language Usage","Winter",5,217,95
"Language Usage","Winter",6,221,95
"Language Usage","Winter",7,225,95
"Language Usage","Winter",8,228,95
"Language Usage","Winter",9,230,95
"Language Usage","Winter",10,232,95
"Language Usage","Winter",11,234,95
"Language Usage","Spring",2,169,5
"Language Usage","Spring",3,178,5
"Language Usage","Spring",4,186,5
"Language Usage","Spring",5,193,5
"Language Usage","Spring",6,195,5
"Language Usage","Spring",7,198,5
"Language Usage","Spring",8,201,5
"Language Usage","Spring",9,201,5
"Language Usage","Spring",10,201,5
"Language Usage","Spring",11,201,5
"Language Usage","Spring",2,172,10
"Language Usage","Spring",3,181,10
"Language Usage","Spring",4,189,10
"Language Usage","Spring",5,196,10
"Language Usage","Spring",6,198,10
"Language Usage","Spring",7,201,10
"Language Usage","Spring",8,204,10
"Language Usage","Spring",9,205,10
"Language Usage","Spring",10,205,10
"Language Usage","Spring",11,205,10
"Language Usage","Spring",2,174,15
"Language Usage","Spring",3,183,15
"Language Usage","Spring",4,191,15
"Language Usage","Spring",5,198,15
"Language Usage","Spring",6,200,15
"Language Usage","Spring",7,203,15
"Language Usage","Spring",8,206,15
"Language Usage","Spring",9,207,15
"Language Usage","Spring",10,207,15
"Language Usage","Spring",11,207,15
"Language Usage","Spring",2,176,20
"Language Usage","Spring",3,185,20
"Language Usage","Spring",4,193,20
"Language Usage","Spring",5,200,20
"Language Usage","Spring",6,202,20
"Language Usage","Spring",7,205,20
"Language Usage","Spring",8,208,20
"Language Usage","Spring",9,208,20
"Language Usage","Spring",10,209,20
"Language Usage","Spring",11,209,20
"Language Usage","Spring",2,177,25
"Language Usage","Spring",3,187,25
"Language Usage","Spring",4,195,25
"Language Usage","Spring",5,201,25
"Language Usage","Spring",6,203,25
"Language Usage","Spring",7,206,25
"Language Usage","Spring",8,209,25
"Language Usage","Spring",9,210,25
"Language Usage","Spring",10,211,25
"Language Usage","Spring",11,211,25
"Language Usage","Spring",2,178,30
"Language Usage","Spring",3,188,30
"Language Usage","Spring",4,196,30
"Language Usage","Spring",5,202,30
"Language Usage","Spring",6,205,30
"Language Usage","Spring",7,207,30
"Language Usage","Spring",8,211,30
"Language Usage","Spring",9,211,30
"Language Usage","Spring",10,212,30
"Language Usage","Spring",11,213,30
"Language Usage","Spring",2,179,35
"Language Usage","Spring",3,189,35
"Language Usage","Spring",4,197,35
"Language Usage","Spring",5,203,35
"Language Usage","Spring",6,206,35
"Language Usage","Spring",7,209,35
"Language Usage","Spring",8,212,35
"Language Usage","Spring",9,213,35
"Language Usage","Spring",10,213,35
"Language Usage","Spring",11,214,35
"Language Usage","Spring",2,180,40
"Language Usage","Spring",3,190,40
"Language Usage","Spring",4,198,40
"Language Usage","Spring",5,205,40
"Language Usage","Spring",6,207,40
"Language Usage","Spring",7,210,40
"Language Usage","Spring",8,213,40
"Language Usage","Spring",9,214,40
"Language Usage","Spring",10,215,40
"Language Usage","Spring",11,215,40
"Language Usage","Spring",2,181,45
"Language Usage","Spring",3,191,45
"Language Usage","Spring",4,199,45
"Language Usage","Spring",5,206,45
"Language Usage","Spring",6,208,45
"Language Usage","Spring",7,211,45
"Language Usage","Spring",8,214,45
"Language Usage","Spring",9,215,45
"Language Usage","Spring",10,216,45
"Language Usage","Spring",11,217,45
"Language Usage","Spring",2,182,50
"Language Usage","Spring",3,193,50
"Language Usage","Spring",4,200,50
"Language Usage","Spring",5,207,50
"Language Usage","Spring",6,209,50
"Language Usage","Spring",7,212,50
"Language Usage","Spring",8,215,50
"Language Usage","Spring",9,216,50
"Language Usage","Spring",10,217,50
"Language Usage","Spring",11,218,50
"Language Usage","Spring",2,183,55
"Language Usage","Spring",3,194,55
"Language Usage","Spring",4,201,55
"Language Usage","Spring",5,208,55
"Language Usage","Spring",6,210,55
"Language Usage","Spring",7,213,55
"Language Usage","Spring",8,216,55
"Language Usage","Spring",9,217,55
"Language Usage","Spring",10,218,55
"Language Usage","Spring",11,219,55
"Language Usage","Spring",2,184,60
"Language Usage","Spring",3,195,60
"Language Usage","Spring",4,202,60
"Language Usage","Spring",5,209,60
"Language Usage","Spring",6,212,60
"Language Usage","Spring",7,214,60
"Language Usage","Spring",8,217,60
"Language Usage","Spring",9,218,60
"Language Usage","Spring",10,220,60
"Language Usage","Spring",11,220,60
"Language Usage","Spring",2,186,65
"Language Usage","Spring",3,196,65
"Language Usage","Spring",4,203,65
"Language Usage","Spring",5,210,65
"Language Usage","Spring",6,213,65
"Language Usage","Spring",7,215,65
"Language Usage","Spring",8,219,65
"Language Usage","Spring",9,219,65
"Language Usage","Spring",10,221,65
"Language Usage","Spring",11,222,65
"Language Usage","Spring",2,187,70
"Language Usage","Spring",3,197,70
"Language Usage","Spring",4,205,70
"Language Usage","Spring",5,211,70
"Language Usage","Spring",6,214,70
"Language Usage","Spring",7,217,70
"Language Usage","Spring",8,220,70
"Language Usage","Spring",9,221,70
"Language Usage","Spring",10,222,70
"Language Usage","Spring",11,223,70
"Language Usage","Spring",2,188,75
"Language Usage","Spring",3,199,75
"Language Usage","Spring",4,206,75
"Language Usage","Spring",5,212,75
"Language Usage","Spring",6,215,75
"Language Usage","Spring",7,218,75
"Language Usage","Spring",8,221,75
"Language Usage","Spring",9,222,75
"Language Usage","Spring",10,224,75
"Language Usage","Spring",11,225,75
"Language Usage","Spring",2,189,80
"Language Usage","Spring",3,200,80
"Language Usage","Spring",4,207,80
"Language Usage","Spring",5,213,80
"Language Usage","Spring",6,217,80
"Language Usage","Spring",7,219,80
"Language Usage","Spring",8,223,80
"Language Usage","Spring",9,224,80
"Language Usage","Spring",10,225,80
"Language Usage","Spring",11,226,80
"Language Usage","Spring",2,191,85
"Language Usage","Spring",3,202,85
"Language Usage","Spring",4,209,85
"Language Usage","Spring",5,215,85
"Language Usage","Spring",6,218,85
"Language Usage","Spring",7,221,85
"Language Usage","Spring",8,224,85
"Language Usage","Spring",9,225,85
"Language Usage","Spring",10,227,85
"Language Usage","Spring",11,228,85
"Language Usage","Spring",2,193,90
"Language Usage","Spring",3,204,90
"Language Usage","Spring",4,211,90
"Language Usage","Spring",5,217,90
"Language Usage","Spring",6,220,90
"Language Usage","Spring",7,223,90
"Language Usage","Spring",8,226,90
"Language Usage","Spring",9,228,90
"Language Usage","Spring",10,230,90
"Language Usage","Spring",11,231,90
"Language Usage","Spring",2,196,95
"Language Usage","Spring",3,207,95
"Language Usage","Spring",4,214,95
"Language Usage","Spring",5,220,95
"Language Usage","Spring",6,224,95
"Language Usage","Spring",7,226,95
"Language Usage","Spring",8,230,95
"Language Usage","Spring",9,231,95
"Language Usage","Spring",10,233,95
"Language Usage","Spring",11,234,95
"General Science","Fall",2,166,5
"General Science","Fall",3,176,5
"General Science","Fall",4,185,5
"General Science","Fall",5,190,5
"General Science","Fall",6,194,5
"General Science","Fall",7,197,5
"General Science","Fall",8,199,5
"General Science","Fall",9,202,5
"General Science","Fall",10,203,5
"General Science","Fall",11,5,5
"General Science","Fall",2,168,10
"General Science","Fall",3,179,10
"General Science","Fall",4,187,10
"General Science","Fall",5,192,10
"General Science","Fall",6,196,10
"General Science","Fall",7,200,10
"General Science","Fall",8,201,10
"General Science","Fall",9,204,10
"General Science","Fall",10,205,10
"General Science","Fall",11,10,10
"General Science","Fall",2,170,15
"General Science","Fall",3,180,15
"General Science","Fall",4,189,15
"General Science","Fall",5,194,15
"General Science","Fall",6,198,15
"General Science","Fall",7,201,15
"General Science","Fall",8,203,15
"General Science","Fall",9,206,15
"General Science","Fall",10,207,15
"General Science","Fall",11,15,15
"General Science","Fall",2,171,20
"General Science","Fall",3,182,20
"General Science","Fall",4,190,20
"General Science","Fall",5,195,20
"General Science","Fall",6,199,20
"General Science","Fall",7,202,20
"General Science","Fall",8,204,20
"General Science","Fall",9,207,20
"General Science","Fall",10,208,20
"General Science","Fall",11,20,20
"General Science","Fall",2,172,25
"General Science","Fall",3,183,25
"General Science","Fall",4,191,25
"General Science","Fall",5,196,25
"General Science","Fall",6,200,25
"General Science","Fall",7,203,25
"General Science","Fall",8,205,25
"General Science","Fall",9,208,25
"General Science","Fall",10,210,25
"General Science","Fall",11,25,25
"General Science","Fall",2,173,30
"General Science","Fall",3,184,30
"General Science","Fall",4,192,30
"General Science","Fall",5,197,30
"General Science","Fall",6,201,30
"General Science","Fall",7,204,30
"General Science","Fall",8,206,30
"General Science","Fall",9,209,30
"General Science","Fall",10,211,30
"General Science","Fall",11,30,30
"General Science","Fall",2,174,35
"General Science","Fall",3,184,35
"General Science","Fall",4,192,35
"General Science","Fall",5,198,35
"General Science","Fall",6,202,35
"General Science","Fall",7,205,35
"General Science","Fall",8,207,35
"General Science","Fall",9,210,35
"General Science","Fall",10,212,35
"General Science","Fall",11,35,35
"General Science","Fall",2,175,40
"General Science","Fall",3,185,40
"General Science","Fall",4,193,40
"General Science","Fall",5,199,40
"General Science","Fall",6,203,40
"General Science","Fall",7,206,40
"General Science","Fall",8,208,40
"General Science","Fall",9,211,40
"General Science","Fall",10,212,40
"General Science","Fall",11,40,40
"General Science","Fall",2,176,45
"General Science","Fall",3,186,45
"General Science","Fall",4,194,45
"General Science","Fall",5,200,45
"General Science","Fall",6,203,45
"General Science","Fall",7,206,45
"General Science","Fall",8,209,45
"General Science","Fall",9,211,45
"General Science","Fall",10,213,45
"General Science","Fall",11,45,45
"General Science","Fall",2,176,50
"General Science","Fall",3,187,50
"General Science","Fall",4,195,50
"General Science","Fall",5,200,50
"General Science","Fall",6,204,50
"General Science","Fall",7,207,50
"General Science","Fall",8,210,50
"General Science","Fall",9,212,50
"General Science","Fall",10,214,50
"General Science","Fall",11,50,50
"General Science","Fall",2,177,55
"General Science","Fall",3,188,55
"General Science","Fall",4,195,55
"General Science","Fall",5,201,55
"General Science","Fall",6,205,55
"General Science","Fall",7,208,55
"General Science","Fall",8,210,55
"General Science","Fall",9,213,55
"General Science","Fall",10,215,55
"General Science","Fall",11,55,55
"General Science","Fall",2,178,60
"General Science","Fall",3,189,60
"General Science","Fall",4,196,60
"General Science","Fall",5,202,60
"General Science","Fall",6,206,60
"General Science","Fall",7,209,60
"General Science","Fall",8,211,60
"General Science","Fall",9,214,60
"General Science","Fall",10,216,60
"General Science","Fall",11,60,60
"General Science","Fall",2,179,65
"General Science","Fall",3,189,65
"General Science","Fall",4,197,65
"General Science","Fall",5,203,65
"General Science","Fall",6,206,65
"General Science","Fall",7,209,65
"General Science","Fall",8,212,65
"General Science","Fall",9,215,65
"General Science","Fall",10,217,65
"General Science","Fall",11,65,65
"General Science","Fall",2,180,70
"General Science","Fall",3,190,70
"General Science","Fall",4,198,70
"General Science","Fall",5,204,70
"General Science","Fall",6,207,70
"General Science","Fall",7,210,70
"General Science","Fall",8,213,70
"General Science","Fall",9,216,70
"General Science","Fall",10,218,70
"General Science","Fall",11,70,70
"General Science","Fall",2,181,75
"General Science","Fall",3,191,75
"General Science","Fall",4,199,75
"General Science","Fall",5,205,75
"General Science","Fall",6,208,75
"General Science","Fall",7,211,75
"General Science","Fall",8,214,75
"General Science","Fall",9,217,75
"General Science","Fall",10,219,75
"General Science","Fall",11,75,75
"General Science","Fall",2,182,80
"General Science","Fall",3,192,80
"General Science","Fall",4,199,80
"General Science","Fall",5,206,80
"General Science","Fall",6,209,80
"General Science","Fall",7,212,80
"General Science","Fall",8,215,80
"General Science","Fall",9,218,80
"General Science","Fall",10,220,80
"General Science","Fall",11,80,80
"General Science","Fall",2,183,85
"General Science","Fall",3,194,85
"General Science","Fall",4,201,85
"General Science","Fall",5,207,85
"General Science","Fall",6,210,85
"General Science","Fall",7,213,85
"General Science","Fall",8,216,85
"General Science","Fall",9,219,85
"General Science","Fall",10,221,85
"General Science","Fall",11,85,85
"General Science","Fall",2,185,90
"General Science","Fall",3,195,90
"General Science","Fall",4,202,90
"General Science","Fall",5,208,90
"General Science","Fall",6,212,90
"General Science","Fall",7,215,90
"General Science","Fall",8,218,90
"General Science","Fall",9,220,90
"General Science","Fall",10,223,90
"General Science","Fall",11,90,90
"General Science","Fall",2,187,95
"General Science","Fall",3,197,95
"General Science","Fall",4,204,95
"General Science","Fall",5,211,95
"General Science","Fall",6,214,95
"General Science","Fall",7,217,95
"General Science","Fall",8,220,95
"General Science","Fall",9,223,95
"General Science","Fall",10,225,95
"General Science","Fall",11,95,95
"General Science","Winter",2,171,5
"General Science","Winter",3,180,5
"General Science","Winter",4,187,5
"General Science","Winter",5,193,5
"General Science","Winter",6,196,5
"General Science","Winter",7,198,5
"General Science","Winter",8,200,5
"General Science","Winter",9,202,5
"General Science","Winter",10,204,5
"General Science","Winter",11,5,5
"General Science","Winter",2,173,10
"General Science","Winter",3,183,10
"General Science","Winter",4,190,10
"General Science","Winter",5,195,10
"General Science","Winter",6,198,10
"General Science","Winter",7,200,10
"General Science","Winter",8,202,10
"General Science","Winter",9,205,10
"General Science","Winter",10,206,10
"General Science","Winter",11,10,10
"General Science","Winter",2,175,15
"General Science","Winter",3,184,15
"General Science","Winter",4,191,15
"General Science","Winter",5,197,15
"General Science","Winter",6,199,15
"General Science","Winter",7,202,15
"General Science","Winter",8,204,15
"General Science","Winter",9,206,15
"General Science","Winter",10,208,15
"General Science","Winter",11,15,15
"General Science","Winter",2,176,20
"General Science","Winter",3,186,20
"General Science","Winter",4,192,20
"General Science","Winter",5,198,20
"General Science","Winter",6,201,20
"General Science","Winter",7,203,20
"General Science","Winter",8,205,20
"General Science","Winter",9,208,20
"General Science","Winter",10,209,20
"General Science","Winter",11,20,20
"General Science","Winter",2,177,25
"General Science","Winter",3,187,25
"General Science","Winter",4,193,25
"General Science","Winter",5,199,25
"General Science","Winter",6,202,25
"General Science","Winter",7,204,25
"General Science","Winter",8,207,25
"General Science","Winter",9,209,25
"General Science","Winter",10,210,25
"General Science","Winter",11,25,25
"General Science","Winter",2,178,30
"General Science","Winter",3,188,30
"General Science","Winter",4,194,30
"General Science","Winter",5,200,30
"General Science","Winter",6,203,30
"General Science","Winter",7,205,30
"General Science","Winter",8,208,30
"General Science","Winter",9,210,30
"General Science","Winter",10,211,30
"General Science","Winter",11,30,30
"General Science","Winter",2,179,35
"General Science","Winter",3,188,35
"General Science","Winter",4,195,35
"General Science","Winter",5,201,35
"General Science","Winter",6,203,35
"General Science","Winter",7,206,35
"General Science","Winter",8,209,35
"General Science","Winter",9,211,35
"General Science","Winter",10,212,35
"General Science","Winter",11,35,35
"General Science","Winter",2,180,40
"General Science","Winter",3,189,40
"General Science","Winter",4,196,40
"General Science","Winter",5,202,40
"General Science","Winter",6,204,40
"General Science","Winter",7,207,40
"General Science","Winter",8,209,40
"General Science","Winter",9,212,40
"General Science","Winter",10,213,40
"General Science","Winter",11,40,40
"General Science","Winter",2,181,45
"General Science","Winter",3,190,45
"General Science","Winter",4,197,45
"General Science","Winter",5,203,45
"General Science","Winter",6,205,45
"General Science","Winter",7,208,45
"General Science","Winter",8,210,45
"General Science","Winter",9,213,45
"General Science","Winter",10,214,45
"General Science","Winter",11,45,45
"General Science","Winter",2,182,50
"General Science","Winter",3,191,50
"General Science","Winter",4,198,50
"General Science","Winter",5,204,50
"General Science","Winter",6,206,50
"General Science","Winter",7,209,50
"General Science","Winter",8,211,50
"General Science","Winter",9,213,50
"General Science","Winter",10,215,50
"General Science","Winter",11,50,50
"General Science","Winter",2,182,55
"General Science","Winter",3,192,55
"General Science","Winter",4,198,55
"General Science","Winter",5,204,55
"General Science","Winter",6,207,55
"General Science","Winter",7,209,55
"General Science","Winter",8,212,55
"General Science","Winter",9,214,55
"General Science","Winter",10,216,55
"General Science","Winter",11,55,55
"General Science","Winter",2,183,60
"General Science","Winter",3,192,60
"General Science","Winter",4,199,60
"General Science","Winter",5,205,60
"General Science","Winter",6,208,60
"General Science","Winter",7,210,60
"General Science","Winter",8,213,60
"General Science","Winter",9,215,60
"General Science","Winter",10,217,60
"General Science","Winter",11,60,60
"General Science","Winter",2,184,65
"General Science","Winter",3,193,65
"General Science","Winter",4,200,65
"General Science","Winter",5,206,65
"General Science","Winter",6,208,65
"General Science","Winter",7,211,65
"General Science","Winter",8,214,65
"General Science","Winter",9,216,65
"General Science","Winter",10,218,65
"General Science","Winter",11,65,65
"General Science","Winter",2,185,70
"General Science","Winter",3,194,70
"General Science","Winter",4,201,70
"General Science","Winter",5,207,70
"General Science","Winter",6,209,70
"General Science","Winter",7,212,70
"General Science","Winter",8,215,70
"General Science","Winter",9,217,70
"General Science","Winter",10,218,70
"General Science","Winter",11,70,70
"General Science","Winter",2,186,75
"General Science","Winter",3,195,75
"General Science","Winter",4,202,75
"General Science","Winter",5,208,75
"General Science","Winter",6,210,75
"General Science","Winter",7,213,75
"General Science","Winter",8,216,75
"General Science","Winter",9,218,75
"General Science","Winter",10,219,75
"General Science","Winter",11,75,75
"General Science","Winter",2,187,80
"General Science","Winter",3,196,80
"General Science","Winter",4,203,80
"General Science","Winter",5,209,80
"General Science","Winter",6,211,80
"General Science","Winter",7,214,80
"General Science","Winter",8,217,80
"General Science","Winter",9,219,80
"General Science","Winter",10,221,80
"General Science","Winter",11,80,80
"General Science","Winter",2,188,85
"General Science","Winter",3,197,85
"General Science","Winter",4,204,85
"General Science","Winter",5,210,85
"General Science","Winter",6,212,85
"General Science","Winter",7,215,85
"General Science","Winter",8,218,85
"General Science","Winter",9,220,85
"General Science","Winter",10,222,85
"General Science","Winter",11,85,85
"General Science","Winter",2,190,90
"General Science","Winter",3,199,90
"General Science","Winter",4,205,90
"General Science","Winter",5,212,90
"General Science","Winter",6,214,90
"General Science","Winter",7,217,90
"General Science","Winter",8,220,90
"General Science","Winter",9,222,90
"General Science","Winter",10,224,90
"General Science","Winter",11,90,90
"General Science","Winter",2,192,95
"General Science","Winter",3,201,95
"General Science","Winter",4,208,95
"General Science","Winter",5,214,95
"General Science","Winter",6,216,95
"General Science","Winter",7,219,95
"General Science","Winter",8,223,95
"General Science","Winter",9,224,95
"General Science","Winter",10,226,95
"General Science","Winter",11,95,95
"General Science","Spring",2,175,5
"General Science","Spring",3,183,5
"General Science","Spring",4,189,5
"General Science","Spring",5,195,5
"General Science","Spring",6,197,5
"General Science","Spring",7,198,5
"General Science","Spring",8,201,5
"General Science","Spring",9,203,5
"General Science","Spring",10,204,5
"General Science","Spring",11,5,5
"General Science","Spring",2,177,10
"General Science","Spring",3,186,10
"General Science","Spring",4,191,10
"General Science","Spring",5,197,10
"General Science","Spring",6,199,10
"General Science","Spring",7,201,10
"General Science","Spring",8,203,10
"General Science","Spring",9,205,10
"General Science","Spring",10,207,10
"General Science","Spring",11,10,10
"General Science","Spring",2,179,15
"General Science","Spring",3,187,15
"General Science","Spring",4,193,15
"General Science","Spring",5,199,15
"General Science","Spring",6,201,15
"General Science","Spring",7,203,15
"General Science","Spring",8,205,15
"General Science","Spring",9,207,15
"General Science","Spring",10,208,15
"General Science","Spring",11,15,15
"General Science","Spring",2,180,20
"General Science","Spring",3,188,20
"General Science","Spring",4,194,20
"General Science","Spring",5,200,20
"General Science","Spring",6,202,20
"General Science","Spring",7,204,20
"General Science","Spring",8,206,20
"General Science","Spring",9,208,20
"General Science","Spring",10,210,20
"General Science","Spring",11,20,20
"General Science","Spring",2,181,25
"General Science","Spring",3,189,25
"General Science","Spring",4,195,25
"General Science","Spring",5,201,25
"General Science","Spring",6,203,25
"General Science","Spring",7,205,25
"General Science","Spring",8,208,25
"General Science","Spring",9,210,25
"General Science","Spring",10,211,25
"General Science","Spring",11,25,25
"General Science","Spring",2,182,30
"General Science","Spring",3,190,30
"General Science","Spring",4,196,30
"General Science","Spring",5,202,30
"General Science","Spring",6,204,30
"General Science","Spring",7,206,30
"General Science","Spring",8,209,30
"General Science","Spring",9,211,30
"General Science","Spring",10,212,30
"General Science","Spring",11,30,30
"General Science","Spring",2,183,35
"General Science","Spring",3,191,35
"General Science","Spring",4,197,35
"General Science","Spring",5,203,35
"General Science","Spring",6,205,35
"General Science","Spring",7,207,35
"General Science","Spring",8,210,35
"General Science","Spring",9,212,35
"General Science","Spring",10,213,35
"General Science","Spring",11,35,35
"General Science","Spring",2,184,40
"General Science","Spring",3,192,40
"General Science","Spring",4,198,40
"General Science","Spring",5,204,40
"General Science","Spring",6,206,40
"General Science","Spring",7,208,40
"General Science","Spring",8,211,40
"General Science","Spring",9,212,40
"General Science","Spring",10,214,40
"General Science","Spring",11,40,40
"General Science","Spring",2,185,45
"General Science","Spring",3,193,45
"General Science","Spring",4,199,45
"General Science","Spring",5,205,45
"General Science","Spring",6,206,45
"General Science","Spring",7,209,45
"General Science","Spring",8,212,45
"General Science","Spring",9,213,45
"General Science","Spring",10,215,45
"General Science","Spring",11,45,45
"General Science","Spring",2,185,50
"General Science","Spring",3,194,50
"General Science","Spring",4,200,50
"General Science","Spring",5,206,50
"General Science","Spring",6,207,50
"General Science","Spring",7,210,50
"General Science","Spring",8,212,50
"General Science","Spring",9,214,50
"General Science","Spring",10,216,50
"General Science","Spring",11,50,50
"General Science","Spring",2,186,55
"General Science","Spring",3,194,55
"General Science","Spring",4,201,55
"General Science","Spring",5,207,55
"General Science","Spring",6,208,55
"General Science","Spring",7,211,55
"General Science","Spring",8,213,55
"General Science","Spring",9,215,55
"General Science","Spring",10,216,55
"General Science","Spring",11,55,55
"General Science","Spring",2,187,60
"General Science","Spring",3,195,60
"General Science","Spring",4,201,60
"General Science","Spring",5,208,60
"General Science","Spring",6,209,60
"General Science","Spring",7,212,60
"General Science","Spring",8,214,60
"General Science","Spring",9,216,60
"General Science","Spring",10,217,60
"General Science","Spring",11,60,60
"General Science","Spring",2,188,65
"General Science","Spring",3,196,65
"General Science","Spring",4,202,65
"General Science","Spring",5,209,65
"General Science","Spring",6,210,65
"General Science","Spring",7,213,65
"General Science","Spring",8,215,65
"General Science","Spring",9,217,65
"General Science","Spring",10,218,65
"General Science","Spring",11,65,65
"General Science","Spring",2,189,70
"General Science","Spring",3,197,70
"General Science","Spring",4,203,70
"General Science","Spring",5,210,70
"General Science","Spring",6,211,70
"General Science","Spring",7,213,70
"General Science","Spring",8,216,70
"General Science","Spring",9,218,70
"General Science","Spring",10,219,70
"General Science","Spring",11,70,70
"General Science","Spring",2,190,75
"General Science","Spring",3,198,75
"General Science","Spring",4,204,75
"General Science","Spring",5,211,75
"General Science","Spring",6,212,75
"General Science","Spring",7,215,75
"General Science","Spring",8,217,75
"General Science","Spring",9,219,75
"General Science","Spring",10,220,75
"General Science","Spring",11,75,75
"General Science","Spring",2,191,80
"General Science","Spring",3,199,80
"General Science","Spring",4,205,80
"General Science","Spring",5,212,80
"General Science","Spring",6,213,80
"General Science","Spring",7,216,80
"General Science","Spring",8,218,80
"General Science","Spring",9,220,80
"General Science","Spring",10,221,80
"General Science","Spring",11,80,80
"General Science","Spring",2,192,85
"General Science","Spring",3,200,85
"General Science","Spring",4,207,85
"General Science","Spring",5,213,85
"General Science","Spring",6,214,85
"General Science","Spring",7,217,85
"General Science","Spring",8,220,85
"General Science","Spring",9,221,85
"General Science","Spring",10,223,85
"General Science","Spring",11,85,85
"General Science","Spring",2,193,90
"General Science","Spring",3,202,90
"General Science","Spring",4,208,90
"General Science","Spring",5,215,90
"General Science","Spring",6,216,90
"General Science","Spring",7,219,90
"General Science","Spring",8,222,90
"General Science","Spring",9,223,90
"General Science","Spring",10,224,90
"General Science","Spring",11,90,90
