"measurementscale","fallwinterspring","grade","RIT","student_percentile"
"Reading","Fall",1,150,35
"Reading","Fall",2,163,35
"Reading","Fall",3,178,35
"Reading","Fall",4,189,35
"Reading","Fall",5,197,35
"Reading","Fall",6,202,35
"Reading","Fall",7,206,35
"Reading","Fall",8,209,35
"Reading","Fall",9,209,35
"Reading","Fall",10,211,35
"Reading","Fall",11,211,35
"Reading","Fall",12,210,35
"Reading","Fall",0,136,40
"Reading","Fall",1,152,40
"Reading","Fall",2,166,40
"Reading","Fall",3,180,40
"Reading","Fall",4,191,40
"Reading","Fall",5,199,40
"Reading","Fall",6,205,40
"Reading","Fall",7,208,40
"Reading","Fall",8,211,40
"Reading","Fall",9,212,40
"Reading","Fall",10,213,40
"Reading","Fall",11,214,40
"Reading","Fall",12,213,40
"Reading","Fall",0,137,45
"Reading","Fall",1,154,45
"Reading","Fall",2,168,45
"Reading","Fall",3,182,45
"Reading","Fall",4,194,45
"Reading","Fall",5,201,45
"Reading","Fall",6,207,45
"Reading","Fall",7,210,45
"Reading","Fall",8,214,45
"Reading","Fall",9,214,45
"Reading","Fall",10,215,45
"Reading","Fall",11,216,45
"Reading","Fall",12,215,45
"Reading","Fall",0,138,50
"Reading","Fall",1,155,50
"Reading","Fall",2,170,50
"Reading","Fall",3,185,50
"Reading","Fall",4,196,50
"Reading","Fall",5,204,50
"Reading","Fall",6,209,50
"Reading","Fall",7,212,50
"Reading","Fall",8,216,50
"Reading","Fall",9,216,50
"Reading","Fall",10,218,50
"Reading","Fall",11,218,50
"Reading","Fall",12,218,50
"Reading","Fall",0,139,55
"Reading","Fall",1,157,55
"Reading","Fall",2,172,55
"Reading","Fall",3,187,55
"Reading","Fall",4,198,55
"Reading","Fall",5,206,55
"Reading","Fall",6,211,55
"Reading","Fall",7,214,55
"Reading","Fall",8,218,55
"Reading","Fall",9,218,55
"Reading","Fall",10,220,55
"Reading","Fall",11,220,55
"Reading","Fall",12,220,55
"Reading","Fall",0,140,60
"Reading","Fall",1,159,60
"Reading","Fall",2,174,60
"Reading","Fall",3,189,60
"Reading","Fall",4,200,60
"Reading","Fall",5,208,60
"Reading","Fall",6,213,60
"Reading","Fall",7,217,60
"Reading","Fall",8,220,60
"Reading","Fall",9,221,60
"Reading","Fall",10,222,60
"Reading","Fall",11,223,60
"Reading","Fall",12,222,60
"Reading","Fall",0,142,65
"Reading","Fall",1,160,65
"Reading","Fall",2,177,65
"Reading","Fall",3,192,65
"Reading","Fall",4,203,65
"Reading","Fall",5,210,65
"Reading","Fall",6,215,65
"Reading","Fall",7,219,65
"Reading","Fall",8,222,65
"Reading","Fall",9,223,65
"Reading","Fall",10,225,65
"Reading","Fall",11,225,65
"Reading","Fall",12,225,65
"Reading","Fall",0,143,70
"Reading","Fall",1,162,70
"Reading","Fall",2,179,70
"Reading","Fall",3,194,70
"Reading","Fall",4,205,70
"Reading","Fall",5,213,70
"Reading","Fall",6,218,70
"Reading","Fall",7,221,70
"Reading","Fall",8,225,70
"Reading","Fall",9,226,70
"Reading","Fall",10,227,70
"Reading","Fall",11,228,70
"Reading","Fall",12,228,70
"Reading","Fall",0,144,75
"Reading","Fall",1,164,75
"Reading","Fall",2,182,75
"Reading","Fall",3,197,75
"Reading","Fall",4,208,75
"Reading","Fall",5,215,75
"Reading","Fall",6,220,75
"Reading","Fall",7,224,75
"Reading","Fall",8,227,75
"Reading","Fall",9,228,75
"Reading","Fall",10,230,75
"Reading","Fall",11,230,75
"Reading","Fall",12,230,75
"Reading","Fall",0,146,80
"Reading","Fall",1,166,80
"Reading","Fall",2,184,80
"Reading","Fall",3,200,80
"Reading","Fall",4,211,80
"Reading","Fall",5,218,80
"Reading","Fall",6,223,80
"Reading","Fall",7,226,80
"Reading","Fall",8,230,80
"Reading","Fall",9,231,80
"Reading","Fall",10,233,80
"Reading","Fall",11,233,80
"Reading","Fall",12,234,80
"Reading","Fall",0,148,85
"Reading","Fall",1,169,85
"Reading","Fall",2,188,85
"Reading","Fall",3,204,85
"Reading","Fall",4,215,85
"Reading","Fall",5,222,85
"Reading","Fall",6,226,85
"Reading","Fall",7,230,85
"Reading","Fall",8,233,85
"Reading","Fall",9,235,85
"Reading","Fall",10,236,85
"Reading","Fall",11,237,85
"Reading","Fall",12,237,85
"Reading","Fall",0,150,90
"Reading","Fall",1,172,90
"Reading","Fall",2,192,90
"Reading","Fall",3,208,90
"Reading","Fall",4,219,90
"Reading","Fall",5,226,90
"Reading","Fall",6,231,90
"Reading","Fall",7,234,90
"Reading","Fall",8,238,90
"Reading","Fall",9,239,90
"Reading","Fall",10,241,90
"Reading","Fall",11,241,90
"Reading","Fall",12,242,90
"Reading","Fall",0,153,95
"Reading","Fall",1,177,95
"Reading","Fall",2,198,95
"Reading","Fall",3,215,95
"Reading","Fall",4,226,95
"Reading","Fall",5,232,95
"Reading","Fall",6,237,95
"Reading","Fall",7,240,95
"Reading","Fall",8,244,95
"Reading","Fall",9,246,95
"Reading","Fall",10,247,95
"Reading","Fall",11,248,95
"Reading","Fall",12,249,95
"Reading","Winter",0,128,5
"Reading","Winter",1,139,5
"Reading","Winter",2,149,5
"Reading","Winter",3,160,5
"Reading","Winter",4,170,5
"Reading","Winter",5,178,5
"Reading","Winter",6,183,5
"Reading","Winter",7,186,5
"Reading","Winter",8,189,5
"Reading","Winter",9,187,5
"Reading","Winter",10,188,5
"Reading","Winter",11,188,5
"Reading","Winter",12,186,5
"Reading","Winter",0,132,10
"Reading","Winter",1,145,10
"Reading","Winter",2,155,10
"Reading","Winter",3,167,10
"Reading","Winter",4,177,10
"Reading","Winter",5,184,10
"Reading","Winter",6,189,10
"Reading","Winter",7,192,10
"Reading","Winter",8,195,10
"Reading","Winter",9,194,10
"Reading","Winter",10,195,10
"Reading","Winter",11,194,10
"Reading","Winter",12,192,10
"Reading","Winter",0,135,15
"Reading","Winter",1,148,15
"Reading","Winter",2,159,15
"Reading","Winter",3,171,15
"Reading","Winter",4,181,15
"Reading","Winter",5,189,15
"Reading","Winter",6,193,15
"Reading","Winter",7,196,15
"Reading","Winter",8,199,15
"Reading","Winter",9,198,15
"Reading","Winter",10,199,15
"Reading","Winter",11,199,15
"Reading","Winter",12,197,15
"Reading","Winter",0,137,20
"Reading","Winter",1,151,20
"Reading","Winter",2,162,20
"Reading","Winter",3,175,20
"Reading","Winter",4,184,20
"Reading","Winter",5,192,20
"Reading","Winter",6,197,20
"Reading","Winter",7,200,20
"Reading","Winter",8,203,20
"Reading","Winter",9,201,20
"Reading","Winter",10,203,20
"Reading","Winter",11,203,20
"Reading","Winter",12,201,20
"Reading","Winter",0,139,25
"Reading","Winter",1,153,25
"Reading","Winter",2,165,25
"Reading","Winter",3,178,25
"Reading","Winter",4,187,25
"Reading","Winter",5,195,25
"Reading","Winter",6,199,25
"Reading","Winter",7,202,25
"Reading","Winter",8,205,25
"Reading","Winter",9,205,25
"Reading","Winter",10,206,25
"Reading","Winter",11,206,25
"Reading","Winter",12,204,25
"Reading","Winter",0,140,30
"Reading","Winter",1,155,30
"Reading","Winter",2,168,30
"Reading","Winter",3,180,30
"Reading","Winter",4,190,30
"Reading","Winter",5,197,30
"Reading","Winter",6,202,30
"Reading","Winter",7,205,30
"Reading","Winter",8,208,30
"Reading","Winter",9,207,30
"Reading","Winter",10,209,30
"Reading","Winter",11,208,30
"Reading","Winter",12,207,30
"Reading","Winter",0,142,35
"Reading","Winter",1,157,35
"Reading","Winter",2,170,35
"Reading","Winter",3,183,35
"Reading","Winter",4,193,35
"Reading","Winter",5,200,35
"Reading","Winter",6,204,35
"Reading","Winter",7,207,35
"Reading","Winter",8,210,35
"Reading","Winter",9,210,35
"Reading","Winter",10,211,35
"Reading","Winter",11,211,35
"Reading","Winter",12,210,35
"Reading","Winter",0,143,40
"Reading","Winter",1,159,40
"Reading","Winter",2,172,40
"Reading","Winter",3,185,40
"Reading","Winter",4,195,40
"Reading","Winter",5,202,40
"Reading","Winter",6,206,40
"Reading","Winter",7,210,40
"Reading","Winter",8,213,40
"Reading","Winter",9,212,40
"Reading","Winter",10,214,40
"Reading","Winter",11,213,40
"Reading","Winter",12,212,40
"Reading","Winter",0,145,45
"Reading","Winter",1,161,45
"Reading","Winter",2,175,45
"Reading","Winter",3,188,45
"Reading","Winter",4,197,45
"Reading","Winter",5,204,45
"Reading","Winter",6,209,45
"Reading","Winter",7,212,45
"Reading","Winter",8,215,45
"Reading","Winter",9,214,45
"Reading","Winter",10,216,45
"Reading","Winter",11,216,45
"Reading","Winter",12,214,45
"Reading","Winter",0,146,50
"Reading","Winter",1,163,50
"Reading","Winter",2,177,50
"Reading","Winter",3,190,50
"Reading","Winter",4,199,50
"Reading","Winter",5,206,50
"Reading","Winter",6,211,50
"Reading","Winter",7,214,50
"Reading","Winter",8,217,50
"Reading","Winter",9,217,50
"Reading","Winter",10,218,50
"Reading","Winter",11,218,50
"Reading","Winter",12,217,50
"Reading","Winter",0,147,55
"Reading","Winter",1,164,55
"Reading","Winter",2,179,55
"Reading","Winter",3,192,55
"Reading","Winter",4,202,55
"Reading","Winter",5,209,55
"Reading","Winter",6,213,55
"Reading","Winter",7,216,55
"Reading","Winter",8,219,55
"Reading","Winter",9,219,55
"Reading","Winter",10,220,55
"Reading","Winter",11,220,55
"Reading","Winter",12,219,55
"Reading","Winter",0,149,60
"Reading","Winter",1,166,60
"Reading","Winter",2,181,60
"Reading","Winter",3,194,60
"Reading","Winter",4,204,60
"Reading","Winter",5,211,60
"Reading","Winter",6,215,60
"Reading","Winter",7,218,60
"Reading","Winter",8,221,60
"Reading","Winter",9,221,60
"Reading","Winter",10,223,60
"Reading","Winter",11,223,60
"Reading","Winter",12,222,60
"Reading","Winter",0,150,65
"Reading","Winter",1,168,65
"Reading","Winter",2,183,65
"Reading","Winter",3,197,65
"Reading","Winter",4,206,65
"Reading","Winter",5,213,65
"Reading","Winter",6,217,65
"Reading","Winter",7,220,65
"Reading","Winter",8,223,65
"Reading","Winter",9,224,65
"Reading","Winter",10,225,65
"Reading","Winter",11,225,65
"Reading","Winter",12,224,65
"Reading","Winter",0,152,70
"Reading","Winter",1,170,70
"Reading","Winter",2,186,70
"Reading","Winter",3,199,70
"Reading","Winter",4,209,70
"Reading","Winter",5,215,70
"Reading","Winter",6,219,70
"Reading","Winter",7,223,70
"Reading","Winter",8,226,70
"Reading","Winter",9,226,70
"Reading","Winter",10,228,70
"Reading","Winter",11,228,70
"Reading","Winter",12,227,70
"Reading","Winter",0,153,75
"Reading","Winter",1,172,75
"Reading","Winter",2,188,75
"Reading","Winter",3,202,75
"Reading","Winter",4,211,75
"Reading","Winter",5,218,75
"Reading","Winter",6,222,75
"Reading","Winter",7,225,75
"Reading","Winter",8,228,75
"Reading","Winter",9,229,75
"Reading","Winter",10,230,75
"Reading","Winter",11,230,75
"Reading","Winter",12,230,75
"Reading","Winter",0,155,80
"Reading","Winter",1,174,80
"Reading","Winter",2,191,80
"Reading","Winter",3,205,80
"Reading","Winter",4,214,80
"Reading","Winter",5,221,80
"Reading","Winter",6,225,80
"Reading","Winter",7,228,80
"Reading","Winter",8,231,80
"Reading","Winter",9,232,80
"Reading","Winter",10,233,80
"Reading","Winter",11,233,80
"Reading","Winter",12,233,80
"Reading","Winter",0,157,85
"Reading","Winter",1,177,85
"Reading","Winter",2,194,85
"Reading","Winter",3,209,85
"Reading","Winter",4,218,85
"Reading","Winter",5,224,85
"Reading","Winter",6,228,85
"Reading","Winter",7,231,85
"Reading","Winter",8,235,85
"Reading","Winter",9,236,85
"Reading","Winter",10,237,85
"Reading","Winter",11,237,85
"Reading","Winter",12,237,85
"Reading","Winter",0,160,90
"Reading","Winter",1,181,90
"Reading","Winter",2,199,90
"Reading","Winter",3,213,90
"Reading","Winter",4,222,90
"Reading","Winter",5,228,90
"Reading","Winter",6,232,90
"Reading","Winter",7,235,90
"Reading","Winter",8,239,90
"Reading","Winter",9,240,90
"Reading","Winter",10,241,90
"Reading","Winter",11,242,90
"Reading","Winter",12,241,90
"Reading","Winter",0,164,95
"Reading","Winter",1,186,95
"Reading","Winter",2,205,95
"Reading","Winter",3,220,95
"Reading","Winter",4,229,95
"Reading","Winter",5,235,95
"Reading","Winter",6,238,95
"Reading","Winter",7,241,95
"Reading","Winter",8,245,95
"Reading","Winter",9,247,95
"Reading","Winter",10,248,95
"Reading","Winter",11,248,95
"Reading","Winter",12,248,95
"Reading","Spring",0,131,5
"Reading","Spring",1,142,5
"Reading","Spring",2,153,5
"Reading","Spring",3,164,5
"Reading","Spring",4,173,5
"Reading","Spring",5,180,5
"Reading","Spring",6,185,5
"Reading","Spring",7,187,5
"Reading","Spring",8,190,5
"Reading","Spring",9,187,5
"Reading","Spring",10,188,5
"Reading","Spring",11,187,5
"Reading","Spring",12,184,5
"Reading","Spring",0,136,10
"Reading","Spring",1,148,10
"Reading","Spring",2,159,10
"Reading","Spring",3,171,10
"Reading","Spring",4,179,10
"Reading","Spring",5,186,10
"Reading","Spring",6,191,10
"Reading","Spring",7,193,10
"Reading","Spring",8,196,10
"Reading","Spring",9,194,10
"Reading","Spring",10,195,10
"Reading","Spring",11,194,10
"Reading","Spring",12,191,10
"Reading","Spring",0,139,15
"Reading","Spring",1,152,15
"Reading","Spring",2,164,15
"Reading","Spring",3,175,15
"Reading","Spring",4,184,15
"Reading","Spring",5,191,15
"Reading","Spring",6,195,15
"Reading","Spring",7,197,15
"Reading","Spring",8,200,15
"Reading","Spring",9,198,15
"Reading","Spring",10,200,15
"Reading","Spring",11,198,15
"Reading","Spring",12,196,15
"Reading","Spring",0,141,20
"Reading","Spring",1,155,20
"Reading","Spring",2,167,20
"Reading","Spring",3,179,20
"Reading","Spring",4,187,20
"Reading","Spring",5,194,20
"Reading","Spring",6,198,20
"Reading","Spring",7,201,20
"Reading","Spring",8,203,20
"Reading","Spring",9,202,20
"Reading","Spring",10,203,20
"Reading","Spring",11,202,20
"Reading","Spring",12,200,20
"Reading","Spring",0,143,25
"Reading","Spring",1,157,25
"Reading","Spring",2,170,25
"Reading","Spring",3,182,25
"Reading","Spring",4,190,25
"Reading","Spring",5,197,25
"Reading","Spring",6,201,25
"Reading","Spring",7,203,25
"Reading","Spring",8,206,25
"Reading","Spring",9,205,25
"Reading","Spring",10,206,25
"Reading","Spring",11,205,25
"Reading","Spring",12,203,25
"Reading","Spring",0,145,30
"Reading","Spring",1,160,30
"Reading","Spring",2,173,30
"Reading","Spring",3,184,30
"Reading","Spring",4,193,30
"Reading","Spring",5,199,30
"Reading","Spring",6,203,30
"Reading","Spring",7,206,30
"Reading","Spring",8,209,30
"Reading","Spring",9,208,30
"Reading","Spring",10,209,30
"Reading","Spring",11,208,30
"Reading","Spring",12,206,30
"Reading","Spring",0,147,35
"Reading","Spring",1,162,35
"Reading","Spring",2,175,35
"Reading","Spring",3,187,35
"Reading","Spring",4,195,35
"Reading","Spring",5,202,35
"Reading","Spring",6,206,35
"Reading","Spring",7,208,35
"Reading","Spring",8,211,35
"Reading","Spring",9,210,35
"Reading","Spring",10,211,35
"Reading","Spring",11,211,35
"Reading","Spring",12,209,35
"Reading","Spring",0,149,40
"Reading","Spring",1,164,40
"Reading","Spring",2,177,40
"Reading","Spring",3,189,40
"Reading","Spring",4,198,40
"Reading","Spring",5,204,40
"Reading","Spring",6,208,40
"Reading","Spring",7,211,40
"Reading","Spring",8,213,40
"Reading","Spring",9,213,40
"Reading","Spring",10,214,40
"Reading","Spring",11,213,40
"Reading","Spring",12,211,40
"Reading","Spring",0,150,45
"Reading","Spring",1,166,45
"Reading","Spring",2,180,45
"Reading","Spring",3,192,45
"Reading","Spring",4,200,45
"Reading","Spring",5,206,45
"Reading","Spring",6,210,45
"Reading","Spring",7,213,45
"Reading","Spring",8,216,45
"Reading","Spring",9,215,45
"Reading","Spring",10,216,45
"Reading","Spring",11,215,45
"Reading","Spring",12,214,45
"Reading","Spring",0,152,50
"Reading","Spring",1,168,50
"Reading","Spring",2,182,50
"Reading","Spring",3,194,50
"Reading","Spring",4,202,50
"Reading","Spring",5,208,50
"Reading","Spring",6,212,50
"Reading","Spring",7,215,50
"Reading","Spring",8,218,50
"Reading","Spring",9,217,50
"Reading","Spring",10,218,50
"Reading","Spring",11,218,50
"Reading","Spring",12,216,50
"Reading","Spring",0,154,55
"Reading","Spring",1,170,55
"Reading","Spring",2,184,55
"Reading","Spring",3,196,55
"Reading","Spring",4,204,55
"Reading","Spring",5,211,55
"Reading","Spring",6,214,55
"Reading","Spring",7,217,55
"Reading","Spring",8,220,55
"Reading","Spring",9,219,55
"Reading","Spring",10,221,55
"Reading","Spring",11,220,55
"Reading","Spring",12,219,55
"Reading","Spring",0,155,60
"Reading","Spring",1,172,60
"Reading","Spring",2,186,60
"Reading","Spring",3,198,60
"Reading","Spring",4,207,60
"Reading","Spring",5,213,60
"Reading","Spring",6,216,60
"Reading","Spring",7,219,60
"Reading","Spring",8,222,60
"Reading","Spring",9,222,60
"Reading","Spring",10,223,60
"Reading","Spring",11,223,60
"Reading","Spring",12,221,60
"Reading","Spring",0,157,65
"Reading","Spring",1,174,65
"Reading","Spring",2,188,65
"Reading","Spring",3,201,65
"Reading","Spring",4,209,65
"Reading","Spring",5,215,65
"Reading","Spring",6,218,65
"Reading","Spring",7,221,65
"Reading","Spring",8,224,65
"Reading","Spring",9,224,65
"Reading","Spring",10,225,65
"Reading","Spring",11,225,65
"Reading","Spring",12,224,65
"Reading","Spring",0,159,70
"Reading","Spring",1,176,70
"Reading","Spring",2,191,70
"Reading","Spring",3,203,70
"Reading","Spring",4,211,70
"Reading","Spring",5,217,70
"Reading","Spring",6,221,70
"Reading","Spring",7,224,70
"Reading","Spring",8,227,70
"Reading","Spring",9,227,70
"Reading","Spring",10,228,70
"Reading","Spring",11,228,70
"Reading","Spring",12,226,70
"Reading","Spring",0,161,75
"Reading","Spring",1,178,75
"Reading","Spring",2,193,75
"Reading","Spring",3,206,75
"Reading","Spring",4,214,75
"Reading","Spring",5,220,75
"Reading","Spring",6,223,75
"Reading","Spring",7,226,75
"Reading","Spring",8,229,75
"Reading","Spring",9,230,75
"Reading","Spring",10,231,75
"Reading","Spring",11,230,75
"Reading","Spring",12,229,75
"Reading","Spring",0,163,80
"Reading","Spring",1,181,80
"Reading","Spring",2,196,80
"Reading","Spring",3,209,80
"Reading","Spring",4,217,80
"Reading","Spring",5,223,80
"Reading","Spring",6,226,80
"Reading","Spring",7,229,80
"Reading","Spring",8,232,80
"Reading","Spring",9,233,80
"Reading","Spring",10,234,80
"Reading","Spring",11,234,80
"Reading","Spring",12,233,80
"Reading","Spring",0,165,85
"Reading","Spring",1,184,85
"Reading","Spring",2,200,85
"Reading","Spring",3,213,85
"Reading","Spring",4,220,85
"Reading","Spring",5,226,85
"Reading","Spring",6,229,85
"Reading","Spring",7,232,85
"Reading","Spring",8,236,85
"Reading","Spring",9,236,85
"Reading","Spring",10,237,85
"Reading","Spring",11,237,85
"Reading","Spring",12,236,85
"Reading","Spring",0,168,90
"Reading","Spring",1,188,90
"Reading","Spring",2,204,90
"Reading","Spring",3,217,90
"Reading","Spring",4,225,90
"Reading","Spring",5,230,90
"Reading","Spring",6,233,90
"Reading","Spring",7,237,90
"Reading","Spring",8,240,90
"Reading","Spring",9,241,90
"Reading","Spring",10,242,90
"Reading","Spring",11,242,90
"Reading","Spring",12,241,90
"Reading","Spring",0,173,95
"Reading","Spring",1,193,95
"Reading","Spring",2,210,95
"Reading","Spring",3,224,95
"Reading","Spring",4,231,95
"Reading","Spring",5,237,95
"Reading","Spring",6,239,95
"Reading","Spring",7,243,95
"Reading","Spring",8,246,95
"Reading","Spring",9,247,95
"Reading","Spring",10,248,95
"Reading","Spring",11,249,95
"Reading","Spring",12,248,95
"Language Usage","Fall",2,143,5
"Language Usage","Fall",3,156,5
"Language Usage","Fall",4,167,5
"Language Usage","Fall",5,175,5
"Language Usage","Fall",6,181,5
"Language Usage","Fall",7,184,5
"Language Usage","Fall",8,188,5
"Language Usage","Fall",9,187,5
"Language Usage","Fall",10,188,5
"Language Usage","Fall",11,189,5
"Language Usage","Fall",2,149,10
"Language Usage","Fall",3,162,10
"Language Usage","Fall",4,173,10
"Language Usage","Fall",5,181,10
"Language Usage","Fall",6,186,10
"Language Usage","Fall",7,190,10
"Language Usage","Fall",8,194,10
"Language Usage","Fall",9,193,10
"Language Usage","Fall",10,194,10
"Language Usage","Fall",11,196,10
"Language Usage","Fall",2,153,15
"Language Usage","Fall",3,166,15
"Language Usage","Fall",4,177,15
"Language Usage","Fall",5,185,15
"Language Usage","Fall",6,190,15
"Language Usage","Fall",7,194,15
"Language Usage","Fall",8,197,15
"Language Usage","Fall",9,197,15
"Language Usage","Fall",10,198,15
"Language Usage","Fall",11,200,15
"Language Usage","Fall",2,157,20
"Language Usage","Fall",3,170,20
"Language Usage","Fall",4,181,20
"Language Usage","Fall",5,188,20
"Language Usage","Fall",6,193,20
"Language Usage","Fall",7,197,20
"Language Usage","Fall",8,201,20
"Language Usage","Fall",9,200,20
"Language Usage","Fall",10,201,20
"Language Usage","Fall",11,203,20
"Language Usage","Fall",2,159,25
"Language Usage","Fall",3,173,25
"Language Usage","Fall",4,183,25
"Language Usage","Fall",5,191,25
"Language Usage","Fall",6,196,25
"Language Usage","Fall",7,199,25
"Language Usage","Fall",8,203,25
"Language Usage","Fall",9,203,25
"Language Usage","Fall",10,204,25
"Language Usage","Fall",11,206,25
"Language Usage","Fall",2,162,30
"Language Usage","Fall",3,175,30
"Language Usage","Fall",4,186,30
"Language Usage","Fall",5,193,30
"Language Usage","Fall",6,198,30
"Language Usage","Fall",7,202,30
"Language Usage","Fall",8,206,30
"Language Usage","Fall",9,205,30
"Language Usage","Fall",10,207,30
"Language Usage","Fall",11,209,30
"Language Usage","Fall",2,164,35
"Language Usage","Fall",3,178,35
"Language Usage","Fall",4,188,35
"Language Usage","Fall",5,196,35
"Language Usage","Fall",6,200,35
"Language Usage","Fall",7,204,35
"Language Usage","Fall",8,208,35
"Language Usage","Fall",9,208,35
"Language Usage","Fall",10,209,35
"Language Usage","Fall",11,211,35
"Language Usage","Fall",2,166,40
"Language Usage","Fall",3,180,40
"Language Usage","Fall",4,190,40
"Language Usage","Fall",5,198,40
"Language Usage","Fall",6,203,40
"Language Usage","Fall",7,206,40
"Language Usage","Fall",8,210,40
"Language Usage","Fall",9,210,40
"Language Usage","Fall",10,212,40
"Language Usage","Fall",11,213,40
"Language Usage","Fall",2,168,45
"Language Usage","Fall",3,182,45
"Language Usage","Fall",4,193,45
"Language Usage","Fall",5,200,45
"Language Usage","Fall",6,205,45
"Language Usage","Fall",7,208,45
"Language Usage","Fall",8,212,45
"Language Usage","Fall",9,212,45
"Language Usage","Fall",10,214,45
"Language Usage","Fall",11,215,45
"Language Usage","Fall",2,170,50
"Language Usage","Fall",3,184,50
"Language Usage","Fall",4,195,50
"Language Usage","Fall",5,202,50
"Language Usage","Fall",6,206,50
"Language Usage","Fall",7,210,50
"Language Usage","Fall",8,214,50
"Language Usage","Fall",9,214,50
"Language Usage","Fall",10,216,50
"Language Usage","Fall",11,218,50
"Language Usage","Fall",2,173,55
"Language Usage","Fall",3,187,55
"Language Usage","Fall",4,197,55
"Language Usage","Fall",5,204,55
"Language Usage","Fall",6,208,55
"Language Usage","Fall",7,212,55
"Language Usage","Fall",8,216,55
"Language Usage","Fall",9,216,55
"Language Usage","Fall",10,218,55
"Language Usage","Fall",11,220,55
"Language Usage","Fall",2,175,60
"Language Usage","Fall",3,189,60
"Language Usage","Fall",4,199,60
"Language Usage","Fall",5,206,60
"Language Usage","Fall",6,210,60
"Language Usage","Fall",7,214,60
"Language Usage","Fall",8,218,60
"Language Usage","Fall",9,218,60
"Language Usage","Fall",10,220,60
"Language Usage","Fall",11,222,60
"Language Usage","Fall",2,177,65
"Language Usage","Fall",3,191,65
"Language Usage","Fall",4,201,65
"Language Usage","Fall",5,208,65
"Language Usage","Fall",6,213,65
"Language Usage","Fall",7,216,65
"Language Usage","Fall",8,220,65
"Language Usage","Fall",9,220,65
"Language Usage","Fall",10,222,65
"Language Usage","Fall",11,224,65
"Language Usage","Fall",2,179,70
"Language Usage","Fall",3,194,70
"Language Usage","Fall",4,204,70
"Language Usage","Fall",5,210,70
"Language Usage","Fall",6,215,70
"Language Usage","Fall",7,218,70
"Language Usage","Fall",8,222,70
"Language Usage","Fall",9,223,70
"Language Usage","Fall",10,225,70
"Language Usage","Fall",11,227,70
"Language Usage","Fall",2,182,75
"Language Usage","Fall",3,196,75
"Language Usage","Fall",4,206,75
"Language Usage","Fall",5,213,75
"Language Usage","Fall",6,217,75
"Language Usage","Fall",7,221,75
"Language Usage","Fall",8,224,75
"Language Usage","Fall",9,225,75
"Language Usage","Fall",10,227,75
"Language Usage","Fall",11,229,75
"Language Usage","Fall",2,184,80
"Language Usage","Fall",3,199,80
"Language Usage","Fall",4,209,80
"Language Usage","Fall",5,215,80
"Language Usage","Fall",6,220,80
"Language Usage","Fall",7,223,80
"Language Usage","Fall",8,227,80
"Language Usage","Fall",9,228,80
"Language Usage","Fall",10,230,80
"Language Usage","Fall",11,232,80
"Language Usage","Fall",2,188,85
"Language Usage","Fall",3,202,85
"Language Usage","Fall",4,212,85
"Language Usage","Fall",5,219,85
"Language Usage","Fall",6,223,85
"Language Usage","Fall",7,226,85
"Language Usage","Fall",8,230,85
"Language Usage","Fall",9,231,85
"Language Usage","Fall",10,234,85
"Language Usage","Fall",11,235,85
"Language Usage","Fall",2,192,90
"Language Usage","Fall",3,207,90
"Language Usage","Fall",4,216,90
"Language Usage","Fall",5,222,90
"Language Usage","Fall",6,227,90
"Language Usage","Fall",7,230,90
"Language Usage","Fall",8,234,90
"Language Usage","Fall",9,235,90
"Language Usage","Fall",10,238,90
"Language Usage","Fall",11,240,90
"Language Usage","Fall",2,198,95
"Language Usage","Fall",3,213,95
"Language Usage","Fall",4,222,95
"Language Usage","Fall",5,228,95
"Language Usage","Fall",6,232,95
"Language Usage","Fall",7,236,95
"Language Usage","Fall",8,239,95
"Language Usage","Fall",9,241,95
"Language Usage","Fall",10,244,95
"Language Usage","Fall",11,246,95
"Language Usage","Winter",2,151,5
"Language Usage","Winter",3,162,5
"Language Usage","Winter",4,171,5
"Language Usage","Winter",5,179,5
"Language Usage","Winter",6,183,5
"Language Usage","Winter",7,186,5
"Language Usage","Winter",8,189,5
"Language Usage","Winter",9,187,5
"Language Usage","Winter",10,188,5
"Language Usage","Winter",11,189,5
"Language Usage","Winter",2,157,10
"Language Usage","Winter",3,168,10
"Language Usage","Winter",4,177,10
"Language Usage","Winter",5,185,10
"Language Usage","Winter",6,188,10
"Language Usage","Winter",7,192,10
"Language Usage","Winter",8,195,10
"Language Usage","Winter",9,193,10
"Language Usage","Winter",10,195,10
"Language Usage","Winter",11,196,10
"Language Usage","Winter",2,161,15
"Language Usage","Winter",3,172,15
"Language Usage","Winter",4,181,15
"Language Usage","Winter",5,188,15
"Language Usage","Winter",6,192,15
"Language Usage","Winter",7,195,15
"Language Usage","Winter",8,199,15
"Language Usage","Winter",9,197,15
"Language Usage","Winter",10,199,15
"Language Usage","Winter",11,200,15
"Language Usage","Winter",2,164,20
"Language Usage","Winter",3,175,20
"Language Usage","Winter",4,185,20
"Language Usage","Winter",5,191,20
"Language Usage","Winter",6,195,20
"Language Usage","Winter",7,198,20
"Language Usage","Winter",8,202,20
"Language Usage","Winter",9,201,20
"Language Usage","Winter",10,202,20
"Language Usage","Winter",11,203,20
"Language Usage","Winter",2,167,25
"Language Usage","Winter",3,178,25
"Language Usage","Winter",4,187,25
"Language Usage","Winter",5,194,25
"Language Usage","Winter",6,198,25
"Language Usage","Winter",7,201,25
"Language Usage","Winter",8,205,25
