"measurementscale","fallwinterspring","grade","RIT","school_percentile"
"Mathematics","Fall",7,209.1,10
"Mathematics","Fall",8,212.5,10
"Mathematics","Fall",9,213.7,10
"Mathematics","Fall",10,215.9,10
"Mathematics","Fall",11,218.3,10
"Mathematics","Fall",12,218.7,10
"Mathematics","Fall",0,132.9,11
"Mathematics","Fall",1,152.9,11
"Mathematics","Fall",2,167.9,11
"Mathematics","Fall",3,181.2,11
"Mathematics","Fall",4,191.4,11
"Mathematics","Fall",5,200.1,11
"Mathematics","Fall",6,205.2,11
"Mathematics","Fall",7,209.6,11
"Mathematics","Fall",8,213,11
"Mathematics","Fall",9,214.2,11
"Mathematics","Fall",10,216.5,11
"Mathematics","Fall",11,218.9,11
"Mathematics","Fall",12,219.4,11
"Mathematics","Fall",0,133.2,12
"Mathematics","Fall",1,153.2,12
"Mathematics","Fall",2,168.2,12
"Mathematics","Fall",3,181.5,12
"Mathematics","Fall",4,191.7,12
"Mathematics","Fall",5,200.5,12
"Mathematics","Fall",6,205.6,12
"Mathematics","Fall",7,210.1,12
"Mathematics","Fall",8,213.5,12
"Mathematics","Fall",9,214.7,12
"Mathematics","Fall",10,217,12
"Mathematics","Fall",11,219.5,12
"Mathematics","Fall",12,219.9,12
"Mathematics","Fall",0,133.4,13
"Mathematics","Fall",1,153.5,13
"Mathematics","Fall",2,168.5,13
"Mathematics","Fall",3,181.8,13
"Mathematics","Fall",4,192,13
"Mathematics","Fall",5,200.9,13
"Mathematics","Fall",6,206,13
"Mathematics","Fall",7,210.5,13
"Mathematics","Fall",8,214,13
"Mathematics","Fall",9,215.2,13
"Mathematics","Fall",10,217.5,13
"Mathematics","Fall",11,220,13
"Mathematics","Fall",12,220.5,13
"Mathematics","Fall",0,133.7,14
"Mathematics","Fall",1,153.7,14
"Mathematics","Fall",2,168.8,14
"Mathematics","Fall",3,182,14
"Mathematics","Fall",4,192.3,14
"Mathematics","Fall",5,201.2,14
"Mathematics","Fall",6,206.3,14
"Mathematics","Fall",7,210.9,14
"Mathematics","Fall",8,214.4,14
"Mathematics","Fall",9,215.7,14
"Mathematics","Fall",10,218,14
"Mathematics","Fall",11,220.4,14
"Mathematics","Fall",12,221,14
"Mathematics","Fall",0,133.9,15
"Mathematics","Fall",1,154,15
"Mathematics","Fall",2,169,15
"Mathematics","Fall",3,182.3,15
"Mathematics","Fall",4,192.6,15
"Mathematics","Fall",5,201.5,15
"Mathematics","Fall",6,206.7,15
"Mathematics","Fall",7,211.3,15
"Mathematics","Fall",8,214.9,15
"Mathematics","Fall",9,216.1,15
"Mathematics","Fall",10,218.5,15
"Mathematics","Fall",11,220.9,15
"Mathematics","Fall",12,221.5,15
"Mathematics","Fall",0,134.2,16
"Mathematics","Fall",1,154.2,16
"Mathematics","Fall",2,169.3,16
"Mathematics","Fall",3,182.5,16
"Mathematics","Fall",4,192.9,16
"Mathematics","Fall",5,201.8,16
"Mathematics","Fall",6,207,16
"Mathematics","Fall",7,211.6,16
"Mathematics","Fall",8,215.3,16
"Mathematics","Fall",9,216.5,16
"Mathematics","Fall",10,218.9,16
"Mathematics","Fall",11,221.3,16
"Mathematics","Fall",12,221.9,16
"Mathematics","Fall",0,134.4,17
"Mathematics","Fall",1,154.5,17
"Mathematics","Fall",2,169.5,17
"Mathematics","Fall",3,182.8,17
"Mathematics","Fall",4,193.2,17
"Mathematics","Fall",5,202.1,17
"Mathematics","Fall",6,207.3,17
"Mathematics","Fall",7,212,17
"Mathematics","Fall",8,215.7,17
"Mathematics","Fall",9,216.9,17
"Mathematics","Fall",10,219.3,17
"Mathematics","Fall",11,221.8,17
"Mathematics","Fall",12,222.4,17
"Mathematics","Fall",0,134.6,18
"Mathematics","Fall",1,154.7,18
"Mathematics","Fall",2,169.7,18
"Mathematics","Fall",3,183,18
"Mathematics","Fall",4,193.4,18
"Mathematics","Fall",5,202.4,18
"Mathematics","Fall",6,207.6,18
"Mathematics","Fall",7,212.3,18
"Mathematics","Fall",8,216,18
"Mathematics","Fall",9,217.3,18
"Mathematics","Fall",10,219.7,18
"Mathematics","Fall",11,222.2,18
"Mathematics","Fall",12,222.8,18
"Mathematics","Fall",0,134.8,19
"Mathematics","Fall",1,154.9,19
"Mathematics","Fall",2,170,19
"Mathematics","Fall",3,183.2,19
"Mathematics","Fall",4,193.7,19
"Mathematics","Fall",5,202.7,19
"Mathematics","Fall",6,207.9,19
"Mathematics","Fall",7,212.6,19
"Mathematics","Fall",8,216.4,19
"Mathematics","Fall",9,217.7,19
"Mathematics","Fall",10,220.1,19
"Mathematics","Fall",11,222.6,19
"Mathematics","Fall",12,223.2,19
"Mathematics","Fall",0,135,20
"Mathematics","Fall",1,155.1,20
"Mathematics","Fall",2,170.2,20
"Mathematics","Fall",3,183.5,20
"Mathematics","Fall",4,193.9,20
"Mathematics","Fall",5,203,20
"Mathematics","Fall",6,208.2,20
"Mathematics","Fall",7,212.9,20
"Mathematics","Fall",8,216.8,20
"Mathematics","Fall",9,218,20
"Mathematics","Fall",10,220.4,20
"Mathematics","Fall",11,222.9,20
"Mathematics","Fall",12,223.6,20
"Mathematics","Fall",0,135.2,21
"Mathematics","Fall",1,155.3,21
"Mathematics","Fall",2,170.4,21
"Mathematics","Fall",3,183.7,21
"Mathematics","Fall",4,194.2,21
"Mathematics","Fall",5,203.2,21
"Mathematics","Fall",6,208.5,21
"Mathematics","Fall",7,213.2,21
"Mathematics","Fall",8,217.1,21
"Mathematics","Fall",9,218.4,21
"Mathematics","Fall",10,220.8,21
"Mathematics","Fall",11,223.3,21
"Mathematics","Fall",12,224,21
"Mathematics","Fall",0,135.4,22
"Mathematics","Fall",1,155.5,22
"Mathematics","Fall",2,170.6,22
"Mathematics","Fall",3,183.9,22
"Mathematics","Fall",4,194.4,22
"Mathematics","Fall",5,203.5,22
"Mathematics","Fall",6,208.7,22
"Mathematics","Fall",7,213.5,22
"Mathematics","Fall",8,217.4,22
"Mathematics","Fall",9,218.7,22
"Mathematics","Fall",10,221.2,22
"Mathematics","Fall",11,223.7,22
"Mathematics","Fall",12,224.4,22
"Mathematics","Fall",0,135.6,23
"Mathematics","Fall",1,155.7,23
"Mathematics","Fall",2,170.8,23
"Mathematics","Fall",3,184.1,23
"Mathematics","Fall",4,194.6,23
"Mathematics","Fall",5,203.7,23
"Mathematics","Fall",6,209,23
"Mathematics","Fall",7,213.8,23
"Mathematics","Fall",8,217.7,23
"Mathematics","Fall",9,219.1,23
"Mathematics","Fall",10,221.5,23
"Mathematics","Fall",11,224,23
"Mathematics","Fall",12,224.8,23
"Mathematics","Fall",0,135.7,24
"Mathematics","Fall",1,155.9,24
"Mathematics","Fall",2,170.9,24
"Mathematics","Fall",3,184.3,24
"Mathematics","Fall",4,194.8,24
"Mathematics","Fall",5,204,24
"Mathematics","Fall",6,209.2,24
"Mathematics","Fall",7,214.1,24
"Mathematics","Fall",8,218.1,24
"Mathematics","Fall",9,219.4,24
"Mathematics","Fall",10,221.8,24
"Mathematics","Fall",11,224.3,24
"Mathematics","Fall",12,225.1,24
"Mathematics","Fall",0,135.9,25
"Mathematics","Fall",1,156.1,25
"Mathematics","Fall",2,171.1,25
"Mathematics","Fall",3,184.5,25
"Mathematics","Fall",4,195.1,25
"Mathematics","Fall",5,204.2,25
"Mathematics","Fall",6,209.5,25
"Mathematics","Fall",7,214.4,25
"Mathematics","Fall",8,218.4,25
"Mathematics","Fall",9,219.7,25
"Mathematics","Fall",10,222.2,25
"Mathematics","Fall",11,224.7,25
"Mathematics","Fall",12,225.5,25
"Mathematics","Fall",0,136.1,26
"Mathematics","Fall",1,156.3,26
"Mathematics","Fall",2,171.3,26
"Mathematics","Fall",3,184.6,26
"Mathematics","Fall",4,195.3,26
"Mathematics","Fall",5,204.4,26
"Mathematics","Fall",6,209.7,26
"Mathematics","Fall",7,214.7,26
"Mathematics","Fall",8,218.7,26
"Mathematics","Fall",9,220,26
"Mathematics","Fall",10,222.5,26
"Mathematics","Fall",11,225,26
"Mathematics","Fall",12,225.8,26
"Mathematics","Fall",0,136.2,27
"Mathematics","Fall",1,156.5,27
"Mathematics","Fall",2,171.5,27
"Mathematics","Fall",3,184.8,27
"Mathematics","Fall",4,195.5,27
"Mathematics","Fall",5,204.6,27
"Mathematics","Fall",6,210,27
"Mathematics","Fall",7,214.9,27
"Mathematics","Fall",8,219,27
"Mathematics","Fall",9,220.3,27
"Mathematics","Fall",10,222.8,27
"Mathematics","Fall",11,225.3,27
"Mathematics","Fall",12,226.2,27
"Mathematics","Fall",0,136.4,28
"Mathematics","Fall",1,156.6,28
"Mathematics","Fall",2,171.7,28
"Mathematics","Fall",3,185,28
"Mathematics","Fall",4,195.7,28
"Mathematics","Fall",5,204.9,28
"Mathematics","Fall",6,210.2,28
"Mathematics","Fall",7,215.2,28
"Mathematics","Fall",8,219.3,28
"Mathematics","Fall",9,220.6,28
"Mathematics","Fall",10,223.1,28
"Mathematics","Fall",11,225.6,28
"Mathematics","Fall",12,226.5,28
"Mathematics","Fall",0,136.6,29
"Mathematics","Fall",1,156.8,29
"Mathematics","Fall",2,171.8,29
"Mathematics","Fall",3,185.2,29
"Mathematics","Fall",4,195.9,29
"Mathematics","Fall",5,205.1,29
"Mathematics","Fall",6,210.4,29
"Mathematics","Fall",7,215.4,29
"Mathematics","Fall",8,219.5,29
"Mathematics","Fall",9,220.9,29
"Mathematics","Fall",10,223.4,29
"Mathematics","Fall",11,225.9,29
"Mathematics","Fall",12,226.9,29
"Mathematics","Fall",0,136.7,30
"Mathematics","Fall",1,157,30
"Mathematics","Fall",2,172,30
"Mathematics","Fall",3,185.3,30
"Mathematics","Fall",4,196.1,30
"Mathematics","Fall",5,205.3,30
"Mathematics","Fall",6,210.7,30
"Mathematics","Fall",7,215.7,30
"Mathematics","Fall",8,219.8,30
"Mathematics","Fall",9,221.2,30
"Mathematics","Fall",10,223.7,30
"Mathematics","Fall",11,226.2,30
"Mathematics","Fall",12,227.2,30
"Mathematics","Fall",0,136.9,31
"Mathematics","Fall",1,157.1,31
"Mathematics","Fall",2,172.2,31
"Mathematics","Fall",3,185.5,31
"Mathematics","Fall",4,196.2,31
"Mathematics","Fall",5,205.5,31
"Mathematics","Fall",6,210.9,31
"Mathematics","Fall",7,215.9,31
"Mathematics","Fall",8,220.1,31
"Mathematics","Fall",9,221.5,31
"Mathematics","Fall",10,224,31
"Mathematics","Fall",11,226.5,31
"Mathematics","Fall",12,227.5,31
"Mathematics","Fall",0,137,32
"Mathematics","Fall",1,157.3,32
"Mathematics","Fall",2,172.3,32
"Mathematics","Fall",3,185.7,32
"Mathematics","Fall",4,196.4,32
"Mathematics","Fall",5,205.7,32
"Mathematics","Fall",6,211.1,32
"Mathematics","Fall",7,216.2,32
"Mathematics","Fall",8,220.4,32
"Mathematics","Fall",9,221.8,32
"Mathematics","Fall",10,224.3,32
"Mathematics","Fall",11,226.8,32
"Mathematics","Fall",12,227.8,32
"Mathematics","Fall",0,137.2,33
"Mathematics","Fall",1,157.5,33
"Mathematics","Fall",2,172.5,33
"Mathematics","Fall",3,185.9,33
"Mathematics","Fall",4,196.6,33
"Mathematics","Fall",5,205.9,33
"Mathematics","Fall",6,211.3,33
"Mathematics","Fall",7,216.4,33
"Mathematics","Fall",8,220.6,33
"Mathematics","Fall",9,222,33
"Mathematics","Fall",10,224.6,33
"Mathematics","Fall",11,227.1,33
"Mathematics","Fall",12,228.1,33
"Mathematics","Fall",0,137.3,34
"Mathematics","Fall",1,157.6,34
"Mathematics","Fall",2,172.7,34
"Mathematics","Fall",3,186,34
"Mathematics","Fall",4,196.8,34
"Mathematics","Fall",5,206.1,34
"Mathematics","Fall",6,211.5,34
"Mathematics","Fall",7,216.6,34
"Mathematics","Fall",8,220.9,34
"Mathematics","Fall",9,222.3,34
"Mathematics","Fall",10,224.8,34
"Mathematics","Fall",11,227.4,34
"Mathematics","Fall",12,228.4,34
"Mathematics","Fall",0,137.5,35
"Mathematics","Fall",1,157.8,35
"Mathematics","Fall",2,172.8,35
"Mathematics","Fall",3,186.2,35
"Mathematics","Fall",4,197,35
"Mathematics","Fall",5,206.3,35
"Mathematics","Fall",6,211.7,35
"Mathematics","Fall",7,216.9,35
"Mathematics","Fall",8,221.2,35
"Mathematics","Fall",9,222.6,35
"Mathematics","Fall",10,225.1,35
"Mathematics","Fall",11,227.7,35
"Mathematics","Fall",12,228.7,35
"Mathematics","Fall",0,137.6,36
"Mathematics","Fall",1,157.9,36
"Mathematics","Fall",2,173,36
"Mathematics","Fall",3,186.3,36
"Mathematics","Fall",4,197.2,36
"Mathematics","Fall",5,206.5,36
"Mathematics","Fall",6,212,36
"Mathematics","Fall",7,217.1,36
"Mathematics","Fall",8,221.4,36
"Mathematics","Fall",9,222.9,36
"Mathematics","Fall",10,225.4,36
"Mathematics","Fall",11,228,36
"Mathematics","Fall",12,229,36
"Mathematics","Fall",0,137.8,37
"Mathematics","Fall",1,158.1,37
"Mathematics","Fall",2,173.1,37
"Mathematics","Fall",3,186.5,37
"Mathematics","Fall",4,197.3,37
"Mathematics","Fall",5,206.7,37
"Mathematics","Fall",6,212.2,37
"Mathematics","Fall",7,217.3,37
"Mathematics","Fall",8,221.7,37
"Mathematics","Fall",9,223.1,37
"Mathematics","Fall",10,225.7,37
"Mathematics","Fall",11,228.3,37
"Mathematics","Fall",12,229.3,37
"Mathematics","Fall",0,137.9,38
"Mathematics","Fall",1,158.3,38
"Mathematics","Fall",2,173.3,38
"Mathematics","Fall",3,186.7,38
"Mathematics","Fall",4,197.5,38
"Mathematics","Fall",5,206.9,38
"Mathematics","Fall",6,212.4,38
"Mathematics","Fall",7,217.6,38
"Mathematics","Fall",8,222,38
"Mathematics","Fall",9,223.4,38
"Mathematics","Fall",10,225.9,38
"Mathematics","Fall",11,228.5,38
"Mathematics","Fall",12,229.6,38
"Mathematics","Fall",0,138,39
"Mathematics","Fall",1,158.4,39
"Mathematics","Fall",2,173.4,39
"Mathematics","Fall",3,186.8,39
"Mathematics","Fall",4,197.7,39
"Mathematics","Fall",5,207.1,39
"Mathematics","Fall",6,212.6,39
"Mathematics","Fall",7,217.8,39
"Mathematics","Fall",8,222.2,39
"Mathematics","Fall",9,223.6,39
"Mathematics","Fall",10,226.2,39
"Mathematics","Fall",11,228.8,39
"Mathematics","Fall",12,229.9,39
"Mathematics","Fall",0,138.2,40
"Mathematics","Fall",1,158.6,40
"Mathematics","Fall",2,173.6,40
"Mathematics","Fall",3,187,40
"Mathematics","Fall",4,197.9,40
"Mathematics","Fall",5,207.3,40
"Mathematics","Fall",6,212.8,40
"Mathematics","Fall",7,218,40
"Mathematics","Fall",8,222.5,40
"Mathematics","Fall",9,223.9,40
"Mathematics","Fall",10,226.5,40
"Mathematics","Fall",11,229.1,40
"Mathematics","Fall",12,230.2,40
"Mathematics","Fall",0,138.3,41
"Mathematics","Fall",1,158.7,41
"Mathematics","Fall",2,173.7,41
"Mathematics","Fall",3,187.1,41
"Mathematics","Fall",4,198,41
"Mathematics","Fall",5,207.5,41
"Mathematics","Fall",6,213,41
"Mathematics","Fall",7,218.2,41
"Mathematics","Fall",8,222.7,41
"Mathematics","Fall",9,224.2,41
"Mathematics","Fall",10,226.7,41
"Mathematics","Fall",11,229.3,41
"Mathematics","Fall",12,230.5,41
"Mathematics","Fall",0,138.5,42
"Mathematics","Fall",1,158.9,42
"Mathematics","Fall",2,173.9,42
"Mathematics","Fall",3,187.3,42
"Mathematics","Fall",4,198.2,42
"Mathematics","Fall",5,207.7,42
"Mathematics","Fall",6,213.2,42
"Mathematics","Fall",7,218.5,42
"Mathematics","Fall",8,223,42
"Mathematics","Fall",9,224.4,42
"Mathematics","Fall",10,227,42
"Mathematics","Fall",11,229.6,42
"Mathematics","Fall",12,230.8,42
"Mathematics","Fall",0,138.6,43
"Mathematics","Fall",1,159,43
"Mathematics","Fall",2,174,43
"Mathematics","Fall",3,187.4,43
"Mathematics","Fall",4,198.4,43
"Mathematics","Fall",5,207.8,43
"Mathematics","Fall",6,213.4,43
"Mathematics","Fall",7,218.7,43
"Mathematics","Fall",8,223.2,43
"Mathematics","Fall",9,224.7,43
"Mathematics","Fall",10,227.3,43
"Mathematics","Fall",11,229.9,43
"Mathematics","Fall",12,231.1,43
"Mathematics","Fall",0,138.7,44
"Mathematics","Fall",1,159.2,44
"Mathematics","Fall",2,174.2,44
"Mathematics","Fall",3,187.6,44
"Mathematics","Fall",4,198.5,44
"Mathematics","Fall",5,208,44
"Mathematics","Fall",6,213.6,44
"Mathematics","Fall",7,218.9,44
"Mathematics","Fall",8,223.5,44
"Mathematics","Fall",9,224.9,44
"Mathematics","Fall",10,227.5,44
"Mathematics","Fall",11,230.1,44
"Mathematics","Fall",12,231.3,44
"Mathematics","Fall",0,138.9,45
"Mathematics","Fall",1,159.3,45
"Mathematics","Fall",2,174.3,45
"Mathematics","Fall",3,187.7,45
"Mathematics","Fall",4,198.7,45
"Mathematics","Fall",5,208.2,45
"Mathematics","Fall",6,213.8,45
"Mathematics","Fall",7,219.1,45
"Mathematics","Fall",8,223.7,45
"Mathematics","Fall",9,225.2,45
"Mathematics","Fall",10,227.8,45
"Mathematics","Fall",11,230.4,45
"Mathematics","Fall",12,231.6,45
"Mathematics","Fall",0,139,46
"Mathematics","Fall",1,159.5,46
"Mathematics","Fall",2,174.5,46
"Mathematics","Fall",3,187.9,46
"Mathematics","Fall",4,198.9,46
"Mathematics","Fall",5,208.4,46
"Mathematics","Fall",6,214,46
"Mathematics","Fall",7,219.3,46
"Mathematics","Fall",8,223.9,46
"Mathematics","Fall",9,225.4,46
"Mathematics","Fall",10,228,46
"Mathematics","Fall",11,230.7,46
"Mathematics","Fall",12,231.9,46
"Mathematics","Fall",0,139.2,47
"Mathematics","Fall",1,159.6,47
"Mathematics","Fall",2,174.6,47
"Mathematics","Fall",3,188,47
"Mathematics","Fall",4,199,47
"Mathematics","Fall",5,208.6,47
"Mathematics","Fall",6,214.2,47
"Mathematics","Fall",7,219.6,47
"Mathematics","Fall",8,224.2,47
"Mathematics","Fall",9,225.7,47
"Mathematics","Fall",10,228.3,47
"Mathematics","Fall",11,230.9,47
"Mathematics","Fall",12,232.2,47
"Mathematics","Fall",0,139.3,48
"Mathematics","Fall",1,159.8,48
"Mathematics","Fall",2,174.7,48
"Mathematics","Fall",3,188.2,48
"Mathematics","Fall",4,199.2,48
"Mathematics","Fall",5,208.8,48
"Mathematics","Fall",6,214.4,48
"Mathematics","Fall",7,219.8,48
"Mathematics","Fall",8,224.4,48
"Mathematics","Fall",9,225.9,48
"Mathematics","Fall",10,228.6,48
"Mathematics","Fall",11,231.2,48
"Mathematics","Fall",12,232.5,48
"Mathematics","Fall",0,139.4,49
"Mathematics","Fall",1,159.9,49
"Mathematics","Fall",2,174.9,49
"Mathematics","Fall",3,188.3,49
"Mathematics","Fall",4,199.4,49
"Mathematics","Fall",5,209,49
"Mathematics","Fall",6,214.6,49
"Mathematics","Fall",7,220,49
"Mathematics","Fall",8,224.7,49
"Mathematics","Fall",9,226.2,49
"Mathematics","Fall",10,228.8,49
"Mathematics","Fall",11,231.5,49
"Mathematics","Fall",12,232.7,49
"Mathematics","Fall",0,139.6,50
"Mathematics","Fall",1,160,50
"Mathematics","Fall",2,175,50
"Mathematics","Fall",3,188.5,50
"Mathematics","Fall",4,199.5,50
"Mathematics","Fall",5,209.1,50
"Mathematics","Fall",6,214.7,50
"Mathematics","Fall",7,220.2,50
"Mathematics","Fall",8,224.9,50
"Mathematics","Fall",9,226.4,50
"Mathematics","Fall",10,229.1,50
"Mathematics","Fall",11,231.7,50
"Mathematics","Fall",12,233,50
"Mathematics","Fall",0,139.7,51
"Mathematics","Fall",1,160.2,51
"Mathematics","Fall",2,175.2,51
"Mathematics","Fall",3,188.6,51
"Mathematics","Fall",4,199.7,51
"Mathematics","Fall",5,209.3,51
"Mathematics","Fall",6,214.9,51
"Mathematics","Fall",7,220.4,51
"Mathematics","Fall",8,225.2,51
"Mathematics","Fall",9,226.7,51
"Mathematics","Fall",10,229.3,51
"Mathematics","Fall",11,232,51
"Mathematics","Fall",12,233.3,51
"Mathematics","Fall",0,139.8,52
"Mathematics","Fall",1,160.3,52
"Mathematics","Fall",2,175.3,52
"Mathematics","Fall",3,188.8,52
"Mathematics","Fall",4,199.9,52
"Mathematics","Fall",5,209.5,52
"Mathematics","Fall",6,215.1,52
"Mathematics","Fall",7,220.6,52
"Mathematics","Fall",8,225.4,52
"Mathematics","Fall",9,226.9,52
"Mathematics","Fall",10,229.6,52
"Mathematics","Fall",11,232.2,52
"Mathematics","Fall",12,233.6,52
"Mathematics","Fall",0,140,53
"Mathematics","Fall",1,160.5,53
"Mathematics","Fall",2,175.5,53
"Mathematics","Fall",3,188.9,53
"Mathematics","Fall",4,200.1,53
"Mathematics","Fall",5,209.7,53
"Mathematics","Fall",6,215.3,53
"Mathematics","Fall",7,220.9,53
"Mathematics","Fall",8,225.6,53
"Mathematics","Fall",9,227.2,53
"Mathematics","Fall",10,229.8,53
"Mathematics","Fall",11,232.5,53
"Mathematics","Fall",12,233.9,53
"Mathematics","Fall",0,140.1,54
"Mathematics","Fall",1,160.6,54
"Mathematics","Fall",2,175.6,54
"Mathematics","Fall",3,189.1,54
"Mathematics","Fall",4,200.2,54
"Mathematics","Fall",5,209.9,54
"Mathematics","Fall",6,215.5,54
"Mathematics","Fall",7,221.1,54
"Mathematics","Fall",8,225.9,54
"Mathematics","Fall",9,227.4,54
"Mathematics","Fall",10,230.1,54
"Mathematics","Fall",11,232.8,54
"Mathematics","Fall",12,234.1,54
"Mathematics","Fall",0,140.2,55
"Mathematics","Fall",1,160.8,55
"Mathematics","Fall",2,175.8,55
"Mathematics","Fall",3,189.2,55
"Mathematics","Fall",4,200.4,55
"Mathematics","Fall",5,210.1,55
"Mathematics","Fall",6,215.7,55
"Mathematics","Fall",7,221.3,55
"Mathematics","Fall",8,226.1,55
"Mathematics","Fall",9,227.7,55
"Mathematics","Fall",10,230.4,55
"Mathematics","Fall",11,233,55
"Mathematics","Fall",12,234.4,55
"Mathematics","Fall",0,140.4,56
"Mathematics","Fall",1,160.9,56
"Mathematics","Fall",2,175.9,56
"Mathematics","Fall",3,189.4,56
"Mathematics","Fall",4,200.6,56
"Mathematics","Fall",5,210.2,56
"Mathematics","Fall",6,215.9,56
"Mathematics","Fall",7,221.5,56
"Mathematics","Fall",8,226.4,56
"Mathematics","Fall",9,227.9,56
"Mathematics","Fall",10,230.6,56
"Mathematics","Fall",11,233.3,56
"Mathematics","Fall",12,234.7,56
"Mathematics","Fall",0,140.5,57
"Mathematics","Fall",1,161.1,57
"Mathematics","Fall",2,176.1,57
"Mathematics","Fall",3,189.5,57
"Mathematics","Fall",4,200.7,57
"Mathematics","Fall",5,210.4,57
"Mathematics","Fall",6,216.1,57
"Mathematics","Fall",7,221.7,57
"Mathematics","Fall",8,226.6,57
"Mathematics","Fall",9,228.2,57
"Mathematics","Fall",10,230.9,57
"Mathematics","Fall",11,233.6,57
"Mathematics","Fall",12,235,57
"Mathematics","Fall",0,140.7,58
