"measurementscale","fallwinterspring","grade","RIT","school_percentile"
"Mathematics","Spring",3,198.9,37
"Mathematics","Spring",4,208.1,37
"Mathematics","Spring",5,216,37
"Mathematics","Spring",6,220,37
"Mathematics","Spring",7,223.7,37
"Mathematics","Spring",8,226.9,37
"Mathematics","Spring",9,226.7,37
"Mathematics","Spring",10,228.9,37
"Mathematics","Spring",11,230.7,37
"Mathematics","Spring",12,230.4,37
"Mathematics","Spring",0,155.5,38
"Mathematics","Spring",1,174.5,38
"Mathematics","Spring",2,187.5,38
"Mathematics","Spring",3,199.1,38
"Mathematics","Spring",4,208.3,38
"Mathematics","Spring",5,216.2,38
"Mathematics","Spring",6,220.3,38
"Mathematics","Spring",7,223.9,38
"Mathematics","Spring",8,227.2,38
"Mathematics","Spring",9,226.9,38
"Mathematics","Spring",10,229.2,38
"Mathematics","Spring",11,231,38
"Mathematics","Spring",12,230.7,38
"Mathematics","Spring",0,155.7,39
"Mathematics","Spring",1,174.7,39
"Mathematics","Spring",2,187.7,39
"Mathematics","Spring",3,199.2,39
"Mathematics","Spring",4,208.5,39
"Mathematics","Spring",5,216.4,39
"Mathematics","Spring",6,220.5,39
"Mathematics","Spring",7,224.2,39
"Mathematics","Spring",8,227.5,39
"Mathematics","Spring",9,227.2,39
"Mathematics","Spring",10,229.5,39
"Mathematics","Spring",11,231.3,39
"Mathematics","Spring",12,231,39
"Mathematics","Spring",0,155.8,40
"Mathematics","Spring",1,174.8,40
"Mathematics","Spring",2,187.8,40
"Mathematics","Spring",3,199.4,40
"Mathematics","Spring",4,208.6,40
"Mathematics","Spring",5,216.6,40
"Mathematics","Spring",6,220.7,40
"Mathematics","Spring",7,224.4,40
"Mathematics","Spring",8,227.7,40
"Mathematics","Spring",9,227.5,40
"Mathematics","Spring",10,229.7,40
"Mathematics","Spring",11,231.5,40
"Mathematics","Spring",12,231.3,40
"Mathematics","Spring",0,155.9,41
"Mathematics","Spring",1,175,41
"Mathematics","Spring",2,188,41
"Mathematics","Spring",3,199.6,41
"Mathematics","Spring",4,208.8,41
"Mathematics","Spring",5,216.8,41
"Mathematics","Spring",6,220.9,41
"Mathematics","Spring",7,224.6,41
"Mathematics","Spring",8,228,41
"Mathematics","Spring",9,227.7,41
"Mathematics","Spring",10,230,41
"Mathematics","Spring",11,231.8,41
"Mathematics","Spring",12,231.6,41
"Mathematics","Spring",0,156.1,42
"Mathematics","Spring",1,175.1,42
"Mathematics","Spring",2,188.2,42
"Mathematics","Spring",3,199.7,42
"Mathematics","Spring",4,209,42
"Mathematics","Spring",5,217.1,42
"Mathematics","Spring",6,221.2,42
"Mathematics","Spring",7,224.9,42
"Mathematics","Spring",8,228.3,42
"Mathematics","Spring",9,228,42
"Mathematics","Spring",10,230.3,42
"Mathematics","Spring",11,232.1,42
"Mathematics","Spring",12,231.9,42
"Mathematics","Spring",0,156.2,43
"Mathematics","Spring",1,175.3,43
"Mathematics","Spring",2,188.3,43
"Mathematics","Spring",3,199.9,43
"Mathematics","Spring",4,209.2,43
"Mathematics","Spring",5,217.3,43
"Mathematics","Spring",6,221.4,43
"Mathematics","Spring",7,225.1,43
"Mathematics","Spring",8,228.5,43
"Mathematics","Spring",9,228.2,43
"Mathematics","Spring",10,230.6,43
"Mathematics","Spring",11,232.4,43
"Mathematics","Spring",12,232.2,43
"Mathematics","Spring",0,156.3,44
"Mathematics","Spring",1,175.5,44
"Mathematics","Spring",2,188.5,44
"Mathematics","Spring",3,200.1,44
"Mathematics","Spring",4,209.4,44
"Mathematics","Spring",5,217.5,44
"Mathematics","Spring",6,221.6,44
"Mathematics","Spring",7,225.3,44
"Mathematics","Spring",8,228.8,44
"Mathematics","Spring",9,228.5,44
"Mathematics","Spring",10,230.8,44
"Mathematics","Spring",11,232.6,44
"Mathematics","Spring",12,232.4,44
"Mathematics","Spring",0,156.5,45
"Mathematics","Spring",1,175.6,45
"Mathematics","Spring",2,188.6,45
"Mathematics","Spring",3,200.3,45
"Mathematics","Spring",4,209.6,45
"Mathematics","Spring",5,217.7,45
"Mathematics","Spring",6,221.8,45
"Mathematics","Spring",7,225.6,45
"Mathematics","Spring",8,229,45
"Mathematics","Spring",9,228.8,45
"Mathematics","Spring",10,231.1,45
"Mathematics","Spring",11,232.9,45
"Mathematics","Spring",12,232.7,45
"Mathematics","Spring",0,156.6,46
"Mathematics","Spring",1,175.8,46
"Mathematics","Spring",2,188.8,46
"Mathematics","Spring",3,200.4,46
"Mathematics","Spring",4,209.8,46
"Mathematics","Spring",5,217.9,46
"Mathematics","Spring",6,222,46
"Mathematics","Spring",7,225.8,46
"Mathematics","Spring",8,229.3,46
"Mathematics","Spring",9,229,46
"Mathematics","Spring",10,231.4,46
"Mathematics","Spring",11,233.2,46
"Mathematics","Spring",12,233,46
"Mathematics","Spring",0,156.7,47
"Mathematics","Spring",1,175.9,47
"Mathematics","Spring",2,188.9,47
"Mathematics","Spring",3,200.6,47
"Mathematics","Spring",4,210,47
"Mathematics","Spring",5,218.1,47
"Mathematics","Spring",6,222.2,47
"Mathematics","Spring",7,226,47
"Mathematics","Spring",8,229.5,47
"Mathematics","Spring",9,229.3,47
"Mathematics","Spring",10,231.6,47
"Mathematics","Spring",11,233.4,47
"Mathematics","Spring",12,233.3,47
"Mathematics","Spring",0,156.8,48
"Mathematics","Spring",1,176.1,48
"Mathematics","Spring",2,189.1,48
"Mathematics","Spring",3,200.7,48
"Mathematics","Spring",4,210.1,48
"Mathematics","Spring",5,218.3,48
"Mathematics","Spring",6,222.5,48
"Mathematics","Spring",7,226.3,48
"Mathematics","Spring",8,229.8,48
"Mathematics","Spring",9,229.5,48
"Mathematics","Spring",10,231.9,48
"Mathematics","Spring",11,233.7,48
"Mathematics","Spring",12,233.6,48
"Mathematics","Spring",0,157,49
"Mathematics","Spring",1,176.2,49
"Mathematics","Spring",2,189.3,49
"Mathematics","Spring",3,200.9,49
"Mathematics","Spring",4,210.3,49
"Mathematics","Spring",5,218.5,49
"Mathematics","Spring",6,222.7,49
"Mathematics","Spring",7,226.5,49
"Mathematics","Spring",8,230,49
"Mathematics","Spring",9,229.8,49
"Mathematics","Spring",10,232.2,49
"Mathematics","Spring",11,234,49
"Mathematics","Spring",12,233.9,49
"Mathematics","Spring",0,157.1,50
"Mathematics","Spring",1,176.4,50
"Mathematics","Spring",2,189.4,50
"Mathematics","Spring",3,201.1,50
"Mathematics","Spring",4,210.5,50
"Mathematics","Spring",5,218.7,50
"Mathematics","Spring",6,222.9,50
"Mathematics","Spring",7,226.7,50
"Mathematics","Spring",8,230.3,50
"Mathematics","Spring",9,230,50
"Mathematics","Spring",10,232.4,50
"Mathematics","Spring",11,234.2,50
"Mathematics","Spring",12,234.2,50
"Mathematics","Spring",0,157.2,51
"Mathematics","Spring",1,176.6,51
"Mathematics","Spring",2,189.6,51
"Mathematics","Spring",3,201.2,51
"Mathematics","Spring",4,210.7,51
"Mathematics","Spring",5,219,51
"Mathematics","Spring",6,223.1,51
"Mathematics","Spring",7,227,51
"Mathematics","Spring",8,230.6,51
"Mathematics","Spring",9,230.3,51
"Mathematics","Spring",10,232.7,51
"Mathematics","Spring",11,234.5,51
"Mathematics","Spring",12,234.5,51
"Mathematics","Spring",0,157.4,52
"Mathematics","Spring",1,176.7,52
"Mathematics","Spring",2,189.7,52
"Mathematics","Spring",3,201.4,52
"Mathematics","Spring",4,210.9,52
"Mathematics","Spring",5,219.2,52
"Mathematics","Spring",6,223.3,52
"Mathematics","Spring",7,227.2,52
"Mathematics","Spring",8,230.8,52
"Mathematics","Spring",9,230.5,52
"Mathematics","Spring",10,232.9,52
"Mathematics","Spring",11,234.8,52
"Mathematics","Spring",12,234.8,52
"Mathematics","Spring",0,157.5,53
"Mathematics","Spring",1,176.9,53
"Mathematics","Spring",2,189.9,53
"Mathematics","Spring",3,201.6,53
"Mathematics","Spring",4,211.1,53
"Mathematics","Spring",5,219.4,53
"Mathematics","Spring",6,223.5,53
"Mathematics","Spring",7,227.4,53
"Mathematics","Spring",8,231.1,53
"Mathematics","Spring",9,230.8,53
"Mathematics","Spring",10,233.2,53
"Mathematics","Spring",11,235.1,53
"Mathematics","Spring",12,235.1,53
"Mathematics","Spring",0,157.6,54
"Mathematics","Spring",1,177,54
"Mathematics","Spring",2,190,54
"Mathematics","Spring",3,201.7,54
"Mathematics","Spring",4,211.3,54
"Mathematics","Spring",5,219.6,54
"Mathematics","Spring",6,223.7,54
"Mathematics","Spring",7,227.7,54
"Mathematics","Spring",8,231.3,54
"Mathematics","Spring",9,231.1,54
"Mathematics","Spring",10,233.5,54
"Mathematics","Spring",11,235.3,54
"Mathematics","Spring",12,235.4,54
"Mathematics","Spring",0,157.8,55
"Mathematics","Spring",1,177.2,55
"Mathematics","Spring",2,190.2,55
"Mathematics","Spring",3,201.9,55
"Mathematics","Spring",4,211.4,55
"Mathematics","Spring",5,219.8,55
"Mathematics","Spring",6,224,55
"Mathematics","Spring",7,227.9,55
"Mathematics","Spring",8,231.6,55
"Mathematics","Spring",9,231.3,55
"Mathematics","Spring",10,233.7,55
"Mathematics","Spring",11,235.6,55
"Mathematics","Spring",12,235.6,55
"Mathematics","Spring",0,157.9,56
"Mathematics","Spring",1,177.3,56
"Mathematics","Spring",2,190.4,56
"Mathematics","Spring",3,202.1,56
"Mathematics","Spring",4,211.6,56
"Mathematics","Spring",5,220,56
"Mathematics","Spring",6,224.2,56
"Mathematics","Spring",7,228.1,56
"Mathematics","Spring",8,231.8,56
"Mathematics","Spring",9,231.6,56
"Mathematics","Spring",10,234,56
"Mathematics","Spring",11,235.9,56
"Mathematics","Spring",12,235.9,56
"Mathematics","Spring",0,158,57
"Mathematics","Spring",1,177.5,57
"Mathematics","Spring",2,190.5,57
"Mathematics","Spring",3,202.2,57
"Mathematics","Spring",4,211.8,57
"Mathematics","Spring",5,220.2,57
"Mathematics","Spring",6,224.4,57
"Mathematics","Spring",7,228.4,57
"Mathematics","Spring",8,232.1,57
"Mathematics","Spring",9,231.8,57
"Mathematics","Spring",10,234.3,57
"Mathematics","Spring",11,236.1,57
"Mathematics","Spring",12,236.2,57
"Mathematics","Spring",0,158.1,58
"Mathematics","Spring",1,177.7,58
"Mathematics","Spring",2,190.7,58
"Mathematics","Spring",3,202.4,58
"Mathematics","Spring",4,212,58
"Mathematics","Spring",5,220.4,58
"Mathematics","Spring",6,224.6,58
"Mathematics","Spring",7,228.6,58
"Mathematics","Spring",8,232.3,58
"Mathematics","Spring",9,232.1,58
"Mathematics","Spring",10,234.5,58
"Mathematics","Spring",11,236.4,58
"Mathematics","Spring",12,236.5,58
"Mathematics","Spring",0,158.3,59
"Mathematics","Spring",1,177.8,59
"Mathematics","Spring",2,190.8,59
"Mathematics","Spring",3,202.6,59
"Mathematics","Spring",4,212.2,59
"Mathematics","Spring",5,220.6,59
"Mathematics","Spring",6,224.8,59
"Mathematics","Spring",7,228.8,59
"Mathematics","Spring",8,232.6,59
"Mathematics","Spring",9,232.3,59
"Mathematics","Spring",10,234.8,59
"Mathematics","Spring",11,236.7,59
"Mathematics","Spring",12,236.8,59
"Mathematics","Spring",0,158.4,60
"Mathematics","Spring",1,178,60
"Mathematics","Spring",2,191,60
"Mathematics","Spring",3,202.7,60
"Mathematics","Spring",4,212.4,60
"Mathematics","Spring",5,220.9,60
"Mathematics","Spring",6,225,60
"Mathematics","Spring",7,229.1,60
"Mathematics","Spring",8,232.9,60
"Mathematics","Spring",9,232.6,60
"Mathematics","Spring",10,235.1,60
"Mathematics","Spring",11,237,60
"Mathematics","Spring",12,237.1,60
"Mathematics","Spring",0,158.5,61
"Mathematics","Spring",1,178.1,61
"Mathematics","Spring",2,191.2,61
"Mathematics","Spring",3,202.9,61
"Mathematics","Spring",4,212.6,61
"Mathematics","Spring",5,221.1,61
"Mathematics","Spring",6,225.3,61
"Mathematics","Spring",7,229.3,61
"Mathematics","Spring",8,233.1,61
"Mathematics","Spring",9,232.9,61
"Mathematics","Spring",10,235.4,61
"Mathematics","Spring",11,237.2,61
"Mathematics","Spring",12,237.4,61
"Mathematics","Spring",0,158.7,62
"Mathematics","Spring",1,178.3,62
"Mathematics","Spring",2,191.3,62
"Mathematics","Spring",3,203.1,62
"Mathematics","Spring",4,212.8,62
"Mathematics","Spring",5,221.3,62
"Mathematics","Spring",6,225.5,62
"Mathematics","Spring",7,229.6,62
"Mathematics","Spring",8,233.4,62
"Mathematics","Spring",9,233.1,62
"Mathematics","Spring",10,235.6,62
"Mathematics","Spring",11,237.5,62
"Mathematics","Spring",12,237.7,62
"Mathematics","Spring",0,158.8,63
"Mathematics","Spring",1,178.5,63
"Mathematics","Spring",2,191.5,63
"Mathematics","Spring",3,203.3,63
"Mathematics","Spring",4,213,63
"Mathematics","Spring",5,221.5,63
"Mathematics","Spring",6,225.7,63
"Mathematics","Spring",7,229.8,63
"Mathematics","Spring",8,233.7,63
"Mathematics","Spring",9,233.4,63
"Mathematics","Spring",10,235.9,63
"Mathematics","Spring",11,237.8,63
"Mathematics","Spring",12,238,63
"Mathematics","Spring",0,159,64
"Mathematics","Spring",1,178.6,64
"Mathematics","Spring",2,191.7,64
"Mathematics","Spring",3,203.4,64
"Mathematics","Spring",4,213.1,64
"Mathematics","Spring",5,221.7,64
"Mathematics","Spring",6,225.9,64
"Mathematics","Spring",7,230,64
"Mathematics","Spring",8,233.9,64
"Mathematics","Spring",9,233.7,64
"Mathematics","Spring",10,236.2,64
"Mathematics","Spring",11,238.1,64
"Mathematics","Spring",12,238.3,64
"Mathematics","Spring",0,159.1,65
"Mathematics","Spring",1,178.8,65
"Mathematics","Spring",2,191.8,65
"Mathematics","Spring",3,203.6,65
"Mathematics","Spring",4,213.3,65
"Mathematics","Spring",5,222,65
"Mathematics","Spring",6,226.2,65
"Mathematics","Spring",7,230.3,65
"Mathematics","Spring",8,234.2,65
"Mathematics","Spring",9,233.9,65
"Mathematics","Spring",10,236.5,65
"Mathematics","Spring",11,238.4,65
"Mathematics","Spring",12,238.6,65
"Mathematics","Spring",0,159.2,66
"Mathematics","Spring",1,179,66
"Mathematics","Spring",2,192,66
"Mathematics","Spring",3,203.8,66
"Mathematics","Spring",4,213.5,66
"Mathematics","Spring",5,222.2,66
"Mathematics","Spring",6,226.4,66
"Mathematics","Spring",7,230.5,66
"Mathematics","Spring",8,234.5,66
"Mathematics","Spring",9,234.2,66
"Mathematics","Spring",10,236.8,66
"Mathematics","Spring",11,238.7,66
"Mathematics","Spring",12,239,66
"Mathematics","Spring",0,159.4,67
"Mathematics","Spring",1,179.1,67
"Mathematics","Spring",2,192.2,67
"Mathematics","Spring",3,204,67
"Mathematics","Spring",4,213.7,67
"Mathematics","Spring",5,222.4,67
"Mathematics","Spring",6,226.6,67
"Mathematics","Spring",7,230.8,67
"Mathematics","Spring",8,234.8,67
"Mathematics","Spring",9,234.5,67
"Mathematics","Spring",10,237.1,67
"Mathematics","Spring",11,238.9,67
"Mathematics","Spring",12,239.3,67
"Mathematics","Spring",0,159.5,68
"Mathematics","Spring",1,179.3,68
"Mathematics","Spring",2,192.3,68
"Mathematics","Spring",3,204.2,68
"Mathematics","Spring",4,214,68
"Mathematics","Spring",5,222.7,68
"Mathematics","Spring",6,226.9,68
"Mathematics","Spring",7,231,68
"Mathematics","Spring",8,235,68
"Mathematics","Spring",9,234.8,68
"Mathematics","Spring",10,237.4,68
"Mathematics","Spring",11,239.2,68
"Mathematics","Spring",12,239.6,68
"Mathematics","Spring",0,159.7,69
"Mathematics","Spring",1,179.5,69
"Mathematics","Spring",2,192.5,69
"Mathematics","Spring",3,204.3,69
"Mathematics","Spring",4,214.2,69
"Mathematics","Spring",5,222.9,69
"Mathematics","Spring",6,227.1,69
"Mathematics","Spring",7,231.3,69
"Mathematics","Spring",8,235.3,69
"Mathematics","Spring",9,235.1,69
"Mathematics","Spring",10,237.6,69
"Mathematics","Spring",11,239.5,69
"Mathematics","Spring",12,239.9,69
"Mathematics","Spring",0,159.8,70
"Mathematics","Spring",1,179.7,70
"Mathematics","Spring",2,192.7,70
"Mathematics","Spring",3,204.5,70
"Mathematics","Spring",4,214.4,70
"Mathematics","Spring",5,223.1,70
"Mathematics","Spring",6,227.4,70
"Mathematics","Spring",7,231.6,70
"Mathematics","Spring",8,235.6,70
"Mathematics","Spring",9,235.4,70
"Mathematics","Spring",10,238,70
"Mathematics","Spring",11,239.9,70
"Mathematics","Spring",12,240.3,70
"Mathematics","Spring",0,160,71
"Mathematics","Spring",1,179.8,71
"Mathematics","Spring",2,192.9,71
"Mathematics","Spring",3,204.7,71
"Mathematics","Spring",4,214.6,71
"Mathematics","Spring",5,223.4,71
"Mathematics","Spring",6,227.6,71
"Mathematics","Spring",7,231.8,71
"Mathematics","Spring",8,235.9,71
"Mathematics","Spring",9,235.6,71
"Mathematics","Spring",10,238.3,71
"Mathematics","Spring",11,240.2,71
"Mathematics","Spring",12,240.6,71
"Mathematics","Spring",0,160.1,72
"Mathematics","Spring",1,180,72
"Mathematics","Spring",2,193.1,72
"Mathematics","Spring",3,204.9,72
"Mathematics","Spring",4,214.8,72
"Mathematics","Spring",5,223.6,72
"Mathematics","Spring",6,227.9,72
"Mathematics","Spring",7,232.1,72
"Mathematics","Spring",8,236.2,72
"Mathematics","Spring",9,235.9,72
"Mathematics","Spring",10,238.6,72
"Mathematics","Spring",11,240.5,72
"Mathematics","Spring",12,240.9,72
"Mathematics","Spring",0,160.3,73
"Mathematics","Spring",1,180.2,73
"Mathematics","Spring",2,193.2,73
"Mathematics","Spring",3,205.1,73
"Mathematics","Spring",4,215,73
"Mathematics","Spring",5,223.9,73
"Mathematics","Spring",6,228.1,73
"Mathematics","Spring",7,232.4,73
"Mathematics","Spring",8,236.5,73
"Mathematics","Spring",9,236.3,73
"Mathematics","Spring",10,238.9,73
"Mathematics","Spring",11,240.8,73
"Mathematics","Spring",12,241.3,73
"Mathematics","Spring",0,160.4,74
"Mathematics","Spring",1,180.4,74
"Mathematics","Spring",2,193.4,74
"Mathematics","Spring",3,205.3,74
"Mathematics","Spring",4,215.2,74
"Mathematics","Spring",5,224.1,74
"Mathematics","Spring",6,228.4,74
"Mathematics","Spring",7,232.7,74
"Mathematics","Spring",8,236.8,74
"Mathematics","Spring",9,236.6,74
"Mathematics","Spring",10,239.2,74
"Mathematics","Spring",11,241.1,74
"Mathematics","Spring",12,241.6,74
"Mathematics","Spring",0,160.6,75
"Mathematics","Spring",1,180.6,75
"Mathematics","Spring",2,193.6,75
"Mathematics","Spring",3,205.5,75
"Mathematics","Spring",4,215.5,75
"Mathematics","Spring",5,224.4,75
"Mathematics","Spring",6,228.6,75
"Mathematics","Spring",7,233,75
"Mathematics","Spring",8,237.1,75
"Mathematics","Spring",9,236.9,75
"Mathematics","Spring",10,239.5,75
"Mathematics","Spring",11,241.5,75
"Mathematics","Spring",12,242,75
"Mathematics","Spring",0,160.7,76
"Mathematics","Spring",1,180.8,76
"Mathematics","Spring",2,193.8,76
"Mathematics","Spring",3,205.7,76
"Mathematics","Spring",4,215.7,76
"Mathematics","Spring",5,224.6,76
"Mathematics","Spring",6,228.9,76
"Mathematics","Spring",7,233.3,76
"Mathematics","Spring",8,237.5,76
"Mathematics","Spring",9,237.2,76
"Mathematics","Spring",10,239.9,76
"Mathematics","Spring",11,241.8,76
"Mathematics","Spring",12,242.4,76
"Mathematics","Spring",0,160.9,77
"Mathematics","Spring",1,181,77
"Mathematics","Spring",2,194,77
"Mathematics","Spring",3,205.9,77
"Mathematics","Spring",4,215.9,77
"Mathematics","Spring",5,224.9,77
"Mathematics","Spring",6,229.2,77
"Mathematics","Spring",7,233.6,77
"Mathematics","Spring",8,237.8,77
"Mathematics","Spring",9,237.5,77
"Mathematics","Spring",10,240.2,77
"Mathematics","Spring",11,242.1,77
"Mathematics","Spring",12,242.7,77
"Mathematics","Spring",0,161.1,78
"Mathematics","Spring",1,181.2,78
"Mathematics","Spring",2,194.2,78
"Mathematics","Spring",3,206.2,78
"Mathematics","Spring",4,216.2,78
"Mathematics","Spring",5,225.2,78
"Mathematics","Spring",6,229.5,78
"Mathematics","Spring",7,233.9,78
"Mathematics","Spring",8,238.1,78
"Mathematics","Spring",9,237.9,78
"Mathematics","Spring",10,240.6,78
"Mathematics","Spring",11,242.5,78
"Mathematics","Spring",12,243.1,78
"Mathematics","Spring",0,161.3,79
"Mathematics","Spring",1,181.4,79
"Mathematics","Spring",2,194.5,79
"Mathematics","Spring",3,206.4,79
"Mathematics","Spring",4,216.4,79
"Mathematics","Spring",5,225.5,79
"Mathematics","Spring",6,229.8,79
"Mathematics","Spring",7,234.2,79
"Mathematics","Spring",8,238.5,79
"Mathematics","Spring",9,238.2,79
"Mathematics","Spring",10,240.9,79
"Mathematics","Spring",11,242.9,79
"Mathematics","Spring",12,243.5,79
"Mathematics","Spring",0,161.4,80
"Mathematics","Spring",1,181.6,80
"Mathematics","Spring",2,194.7,80
"Mathematics","Spring",3,206.6,80
"Mathematics","Spring",4,216.7,80
"Mathematics","Spring",5,225.8,80
"Mathematics","Spring",6,230.1,80
"Mathematics","Spring",7,234.5,80
"Mathematics","Spring",8,238.8,80
"Mathematics","Spring",9,238.6,80
"Mathematics","Spring",10,241.3,80
"Mathematics","Spring",11,243.2,80
"Mathematics","Spring",12,243.9,80
"Mathematics","Spring",0,161.6,81
"Mathematics","Spring",1,181.9,81
"Mathematics","Spring",2,194.9,81
"Mathematics","Spring",3,206.9,81
"Mathematics","Spring",4,217,81
"Mathematics","Spring",5,226.1,81
"Mathematics","Spring",6,230.4,81
"Mathematics","Spring",7,234.8,81
"Mathematics","Spring",8,239.2,81
"Mathematics","Spring",9,238.9,81
"Mathematics","Spring",10,241.7,81
"Mathematics","Spring",11,243.6,81
"Mathematics","Spring",12,244.3,81
"Mathematics","Spring",0,161.8,82
"Mathematics","Spring",1,182.1,82
"Mathematics","Spring",2,195.1,82
"Mathematics","Spring",3,207.1,82
"Mathematics","Spring",4,217.2,82
"Mathematics","Spring",5,226.4,82
"Mathematics","Spring",6,230.7,82
"Mathematics","Spring",7,235.2,82
"Mathematics","Spring",8,239.6,82
"Mathematics","Spring",9,239.3,82
"Mathematics","Spring",10,242.1,82
"Mathematics","Spring",11,244,82
"Mathematics","Spring",12,244.8,82
"Mathematics","Spring",0,162,83
"Mathematics","Spring",1,182.3,83
"Mathematics","Spring",2,195.4,83
"Mathematics","Spring",3,207.4,83
"Mathematics","Spring",4,217.5,83
"Mathematics","Spring",5,226.7,83
"Mathematics","Spring",6,231,83
"Mathematics","Spring",7,235.5,83
"Mathematics","Spring",8,240,83
"Mathematics","Spring",9,239.7,83
"Mathematics","Spring",10,242.5,83
"Mathematics","Spring",11,244.4,83
"Mathematics","Spring",12,245.2,83
"Mathematics","Spring",0,162.2,84
"Mathematics","Spring",1,182.6,84
"Mathematics","Spring",2,195.6,84
"Mathematics","Spring",3,207.6,84
"Mathematics","Spring",4,217.8,84
"Mathematics","Spring",5,227.1,84
"Mathematics","Spring",6,231.4,84
"Mathematics","Spring",7,235.9,84
"Mathematics","Spring",8,240.4,84
"Mathematics","Spring",9,240.1,84
"Mathematics","Spring",10,242.9,84
"Mathematics","Spring",11,244.9,84
"Mathematics","Spring",12,245.7,84
"Mathematics","Spring",0,162.4,85
"Mathematics","Spring",1,182.9,85
"Mathematics","Spring",2,195.9,85
"Mathematics","Spring",3,207.9,85
"Mathematics","Spring",4,218.1,85
"Mathematics","Spring",5,227.4,85
"Mathematics","Spring",6,231.7,85
"Mathematics","Spring",7,236.3,85
"Mathematics","Spring",8,240.8,85
"Mathematics","Spring",9,240.5,85
"Mathematics","Spring",10,243.3,85
"Mathematics","Spring",11,245.3,85
"Mathematics","Spring",12,246.2,85
"Mathematics","Spring",0,162.7,86
"Mathematics","Spring",1,183.1,86
"Mathematics","Spring",2,196.2,86
"Mathematics","Spring",3,208.2,86
"Mathematics","Spring",4,218.5,86
"Mathematics","Spring",5,227.8,86
"Mathematics","Spring",6,232.1,86
"Mathematics","Spring",7,236.7,86
"Mathematics","Spring",8,241.3,86
"Mathematics","Spring",9,241,86
"Mathematics","Spring",10,243.8,86
"Mathematics","Spring",11,245.8,86
"Mathematics","Spring",12,246.7,86
"Mathematics","Spring",0,162.9,87
"Mathematics","Spring",1,183.4,87
"Mathematics","Spring",2,196.5,87
"Mathematics","Spring",3,208.5,87
"Mathematics","Spring",4,218.8,87
"Mathematics","Spring",5,228.2,87
"Mathematics","Spring",6,232.5,87
"Mathematics","Spring",7,237.1,87
"Mathematics","Spring",8,241.7,87
"Mathematics","Spring",9,241.5,87
"Mathematics","Spring",10,244.3,87
"Mathematics","Spring",11,246.3,87
"Mathematics","Spring",12,247.2,87
"Mathematics","Spring",0,163.2,88
"Mathematics","Spring",1,183.7,88
"Mathematics","Spring",2,196.8,88
"Mathematics","Spring",3,208.8,88
"Mathematics","Spring",4,219.2,88
"Mathematics","Spring",5,228.6,88
"Mathematics","Spring",6,232.9,88
"Mathematics","Spring",7,237.6,88
"Mathematics","Spring",8,242.2,88
"Mathematics","Spring",9,242,88
"Mathematics","Spring",10,244.8,88
"Mathematics","Spring",11,246.8,88
"Mathematics","Spring",12,247.8,88
"Mathematics","Spring",0,163.4,89
"Mathematics","Spring",1,184,89
"Mathematics","Spring",2,197.1,89
"Mathematics","Spring",3,209.2,89
"Mathematics","Spring",4,219.5,89
"Mathematics","Spring",5,229,89
"Mathematics","Spring",6,233.3,89
"Mathematics","Spring",7,238.1,89
"Mathematics","Spring",8,242.7,89
"Mathematics","Spring",9,242.5,89
"Mathematics","Spring",10,245.4,89
"Mathematics","Spring",11,247.4,89
"Mathematics","Spring",12,248.4,89
"Mathematics","Spring",0,163.7,90
"Mathematics","Spring",1,184.4,90
"Mathematics","Spring",2,197.4,90
"Mathematics","Spring",3,209.5,90
"Mathematics","Spring",4,219.9,90
"Mathematics","Spring",5,229.4,90
"Mathematics","Spring",6,233.8,90
"Mathematics","Spring",7,238.6,90
"Mathematics","Spring",8,243.3,90
"Mathematics","Spring",9,243,90
"Mathematics","Spring",10,245.9,90
"Mathematics","Spring",11,247.9,90
"Mathematics","Spring",12,249,90
"Mathematics","Spring",0,164,91
"Mathematics","Spring",1,184.7,91
"Mathematics","Spring",2,197.8,91
"Mathematics","Spring",3,209.9,91
"Mathematics","Spring",4,220.4,91
"Mathematics","Spring",5,229.9,91
"Mathematics","Spring",6,234.3,91
"Mathematics","Spring",7,239.1,91
"Mathematics","Spring",8,243.9,91
"Mathematics","Spring",9,243.6,91
"Mathematics","Spring",10,246.6,91
"Mathematics","Spring",11,248.6,91
"Mathematics","Spring",12,249.7,91
"Mathematics","Spring",0,164.3,92
"Mathematics","Spring",1,185.2,92
"Mathematics","Spring",2,198.2,92
"Mathematics","Spring",3,210.3,92
"Mathematics","Spring",4,220.9,92
"Mathematics","Spring",5,230.5,92
"Mathematics","Spring",6,234.9,92
"Mathematics","Spring",7,239.7,92
"Mathematics","Spring",8,244.6,92
"Mathematics","Spring",9,244.3,92
"Mathematics","Spring",10,247.2,92
"Mathematics","Spring",11,249.3,92
"Mathematics","Spring",12,250.4,92
"Mathematics","Spring",0,164.7,93
"Mathematics","Spring",1,185.6,93
"Mathematics","Spring",2,198.6,93
"Mathematics","Spring",3,210.8,93
"Mathematics","Spring",4,221.4,93
"Mathematics","Spring",5,231.1,93
"Mathematics","Spring",6,235.5,93
"Mathematics","Spring",7,240.4,93
"Mathematics","Spring",8,245.3,93
"Mathematics","Spring",9,245,93
"Mathematics","Spring",10,248,93
"Mathematics","Spring",11,250,93
"Mathematics","Spring",12,251.3,93
"Mathematics","Spring",0,165.1,94
"Mathematics","Spring",1,186.1,94
"Mathematics","Spring",2,199.1,94
"Mathematics","Spring",3,211.3,94
